application_id,applicant_id,ds,applicant_age,annual_income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,loan_purpose,marital_status,num_dependents,residence_type,years_at_current_address,years_employed,has_previous_loan,previous_loan_default,bank_account_balance,is_approved
221,Applicant_2,2023-01-17,32,36093.24,self-employed,523,0.47,864.84,home,single,3,own,1,25,1,0,5770.76,1
222,Applicant_2,2023-01-20,36,38378.22,employed,556,0.68,1825.75,home,married,4,family,3,21,1,1,4648.06,0
223,Applicant_2,2023-01-20,52,67817.15,self-employed,670,0.1,89.72,personal,single,4,rent,8,12,0,0,8282.42,1
224,Applicant_2,2023-01-21,64,24918.13,unemployed,609,0.64,2090.44,education,divorced,1,own,10,18,0,0,4095.42,0
225,Applicant_2,2023-01-21,58,44917.8,unemployed,639,0.6,465.33,personal,divorced,2,own,12,6,0,0,6516.63,1
226,Applicant_2,2023-01-22,48,25822.02,unemployed,468,0.49,477.96,car,single,2,rent,7,28,1,1,3863.52,0
227,Applicant_2,2023-01-22,64,69915.07,self-employed,729,0.21,5846.02,home,married,5,rent,7,3,0,0,8461.0,1
228,Applicant_2,2023-01-23,28,84528.6,unemployed,770,0.26,68.54,education,divorced,0,family,9,23,0,0,10481.06,1
229,Applicant_2,2023-01-23,26,108657.25,unemployed,788,0.37,42672.88,car,married,5,family,11,26,1,0,13125.99,1
230,Applicant_2,2023-01-24,61,30312.25,self-employed,557,0.71,1554.38,home,divorced,3,family,11,4,0,0,4487.45,0
231,Applicant_2,2023-01-25,53,37936.06,self-employed,611,0.77,1009.01,car,divorced,4,own,5,20,1,0,8422.82,1
232,Applicant_2,2023-01-25,63,57307.53,self-employed,600,0.16,4584.22,personal,single,4,rent,1,29,0,0,7615.13,1
233,Applicant_2,2023-01-26,47,46870.3,self-employed,648,0.36,12409.21,home,divorced,3,family,9,1,1,1,3298.6,1
234,Applicant_2,2023-01-27,65,34405.82,employed,602,0.69,4284.68,home,single,3,rent,2,34,0,0,4471.06,1
235,Applicant_2,2023-01-27,22,52202.38,unemployed,522,0.1,3208.57,home,married,3,own,4,26,1,1,6989.54,0
236,Applicant_2,2023-01-28,42,18842.31,unemployed,407,0.58,1281.9,home,divorced,5,family,4,22,0,0,3282.65,0
237,Applicant_2,2023-01-30,52,82433.26,unemployed,732,0.35,1214.71,car,divorced,1,own,0,19,1,1,8502.34,1
238,Applicant_2,2023-01-31,70,25474.59,employed,631,0.39,12159.76,car,married,2,own,8,12,0,0,6068.79,0
239,Applicant_2,2023-02-01,60,19202.88,unemployed,569,0.42,1225.08,home,single,1,own,3,38,0,0,3412.96,0
240,Applicant_2,2023-02-01,61,58411.55,self-employed,699,0.39,1558.07,home,single,5,own,12,28,0,0,9168.23,1
241,Applicant_2,2023-02-02,66,19217.71,employed,623,0.56,413.46,car,divorced,2,own,18,20,1,0,3846.92,0
242,Applicant_2,2023-02-05,27,44761.48,self-employed,528,0.42,2102.73,car,married,2,rent,1,35,0,0,5429.67,1
243,Applicant_2,2023-02-05,45,44067.71,self-employed,651,0.64,5921.27,personal,single,2,family,12,33,1,1,5213.17,0
244,Applicant_2,2023-02-07,37,57966.42,unemployed,583,0.35,2481.16,car,divorced,3,own,7,19,0,0,7361.48,1
245,Applicant_2,2023-02-09,21,54614.72,self-employed,485,0.3,1063.83,personal,married,4,family,4,24,0,0,7003.26,0
246,Applicant_2,2023-02-09,39,52374.36,self-employed,532,0.42,13600.41,home,married,2,own,17,12,0,0,7558.49,0
247,Applicant_2,2023-02-10,61,46504.2,self-employed,631,0.37,4615.5,home,single,1,family,17,13,1,0,5919.74,1
248,Applicant_2,2023-02-11,39,32895.71,unemployed,507,0.77,10030.58,home,single,1,family,3,30,0,0,4579.12,1
249,Applicant_2,2023-02-11,63,35983.85,employed,671,0.49,309.78,personal,single,4,rent,9,24,1,1,5322.66,0
250,Applicant_2,2023-02-12,41,34135.91,self-employed,585,0.74,1204.1,personal,married,0,family,15,20,0,0,5337.77,0
251,Applicant_2,2023-02-14,44,62726.19,employed,674,0.14,3026.12,car,divorced,1,own,8,35,1,1,7730.02,0
252,Applicant_2,2023-02-14,39,24721.84,employed,384,0.8,1192.33,personal,divorced,1,rent,17,21,1,1,5666.72,0
253,Applicant_2,2023-02-15,59,67644.21,self-employed,595,0.43,2467.82,personal,married,1,family,11,10,0,0,8046.94,1
254,Applicant_2,2023-02-15,49,36860.27,employed,526,0.75,1069.14,home,divorced,0,own,1,0,1,0,6395.56,1
255,Applicant_2,2023-02-16,32,32673.9,employed,499,0.78,12623.29,car,single,1,family,14,23,0,0,5214.53,1
256,Applicant_2,2023-02-17,60,24575.12,self-employed,538,0.54,2820.97,personal,divorced,3,own,0,34,1,0,3442.3,0
257,Applicant_2,2023-02-17,64,37067.41,unemployed,654,0.61,4208.8,education,single,4,family,13,11,0,0,4798.44,1
258,Applicant_2,2023-02-18,51,32232.59,employed,519,0.58,560.2,car,single,4,family,8,22,1,1,4854.28,0
259,Applicant_2,2023-02-19,43,42511.09,unemployed,563,0.64,1842.42,car,divorced,1,rent,2,2,0,0,6248.51,0
260,Applicant_2,2023-02-20,42,52738.11,self-employed,586,0.2,72650.81,personal,single,5,own,5,5,1,1,7962.49,0
261,Applicant_2,2023-02-21,39,43750.04,self-employed,644,0.39,2391.08,home,divorced,0,own,6,36,1,1,6010.54,0
262,Applicant_2,2023-02-23,22,23999.03,self-employed,492,0.57,1325.8,education,divorced,4,family,1,11,1,0,4713.96,1
263,Applicant_2,2023-02-24,55,26874.88,employed,564,0.78,495.64,personal,single,2,own,18,15,1,1,4647.75,0
264,Applicant_2,2023-02-24,65,22317.47,employed,475,0.68,8022.58,home,divorced,5,rent,1,6,1,0,5666.99,1
265,Applicant_2,2023-02-26,39,39392.67,self-employed,506,0.74,497.83,personal,married,0,family,8,28,1,0,5706.37,0
266,Applicant_2,2023-02-26,42,70502.59,unemployed,679,0.4,1749.41,car,divorced,4,family,12,5,1,0,9660.5,1
267,Applicant_2,2023-02-28,23,41048.49,unemployed,499,0.63,15519.58,car,married,5,family,4,24,1,1,5246.74,0
268,Applicant_2,2023-03-03,18,45096.52,unemployed,568,0.64,8348.6,personal,married,2,own,4,5,0,0,4296.42,0
269,Applicant_2,2023-03-03,53,66068.51,self-employed,686,0.44,10306.1,personal,single,0,own,11,35,0,0,9404.65,0
270,Applicant_2,2023-03-04,68,63779.27,unemployed,756,0.44,4218.64,personal,single,2,rent,12,5,0,0,5026.32,1
271,Applicant_2,2023-03-04,28,31451.58,self-employed,443,0.62,1079.0,personal,single,1,rent,9,17,1,0,5816.91,0
272,Applicant_2,2023-03-05,45,44221.04,unemployed,539,0.3,1650.82,personal,married,3,own,11,16,0,0,6010.28,1
273,Applicant_2,2023-03-09,49,17636.42,self-employed,418,0.74,43837.02,car,married,0,own,9,0,1,1,3844.74,0
274,Applicant_2,2023-03-10,42,32536.89,unemployed,518,0.65,2892.96,personal,married,3,family,19,8,1,1,4587.17,0
275,Applicant_2,2023-03-11,62,81069.31,employed,839,0.11,15297.0,personal,married,1,rent,10,18,1,0,8685.95,1
276,Applicant_2,2023-03-12,35,45594.68,unemployed,518,0.67,3368.91,education,single,4,own,18,34,0,0,7866.03,1
277,Applicant_2,2023-03-13,53,23103.58,employed,517,0.67,1144.23,personal,divorced,1,rent,9,4,1,1,2998.98,0
278,Applicant_2,2023-03-14,37,53452.57,employed,636,0.22,5904.88,education,divorced,1,family,13,24,0,0,6263.55,1
279,Applicant_2,2023-03-14,56,18697.44,unemployed,524,0.64,4701.66,personal,divorced,4,family,13,34,0,0,2493.05,1
280,Applicant_2,2023-03-23,41,51999.8,self-employed,682,0.33,5671.55,home,single,1,family,11,10,0,0,7397.28,1
281,Applicant_2,2023-03-23,59,29563.32,self-employed,598,0.49,364.93,personal,married,3,own,0,6,1,0,2150.11,0
282,Applicant_2,2023-03-25,51,51376.08,self-employed,620,0.38,1436.36,car,married,2,rent,14,37,0,0,7279.44,1
283,Applicant_2,2023-03-25,19,31662.42,unemployed,415,0.76,1847.31,home,married,3,own,3,9,1,1,5147.93,0
284,Applicant_2,2023-03-26,68,56566.1,employed,657,0.49,599.52,personal,married,3,own,14,28,1,0,5720.09,0
285,Applicant_2,2023-03-28,69,28563.9,self-employed,632,0.38,14466.43,home,single,2,family,3,10,0,0,6889.69,1
286,Applicant_2,2023-03-29,53,18828.39,employed,462,0.69,2377.36,education,divorced,3,rent,7,25,0,0,3645.84,0
287,Applicant_2,2023-03-30,60,43288.59,unemployed,707,0.36,2023.13,personal,single,5,family,6,28,1,1,7255.58,0
288,Applicant_2,2023-03-31,31,46336.25,employed,578,0.61,5500.08,education,divorced,0,family,3,34,0,0,6628.93,0
289,Applicant_2,2023-03-31,30,45387.86,unemployed,509,0.4,443.84,home,married,5,rent,16,40,1,1,5465.32,0
290,Applicant_2,2023-04-01,55,26804.56,employed,632,0.34,6032.99,education,married,3,family,5,19,0,0,6595.17,1
291,Applicant_2,2023-04-02,38,60236.51,employed,505,0.42,77699.77,car,married,0,own,11,9,1,1,8963.97,0
292,Applicant_2,2023-04-03,54,47842.03,unemployed,599,0.51,5466.46,personal,single,3,family,17,11,0,0,5900.19,0
293,Applicant_2,2023-04-06,26,32845.64,employed,482,0.73,34509.11,education,married,4,own,11,0,1,0,5023.65,0
294,Applicant_2,2023-04-06,42,58235.21,self-employed,589,0.14,3322.81,personal,married,5,rent,13,28,1,0,7801.72,0
295,Applicant_2,2023-04-07,19,36069.34,employed,553,0.47,3614.39,education,single,2,own,17,18,0,0,6672.8,1
296,Applicant_2,2023-04-07,54,54052.94,self-employed,683,0.11,5097.15,personal,divorced,4,own,18,7,1,1,6567.97,0
297,Applicant_2,2023-04-09,66,28317.94,employed,553,0.77,32012.8,personal,divorced,1,rent,3,15,1,0,5211.66,0
298,Applicant_2,2023-04-09,40,90607.91,employed,832,0.14,435.11,personal,single,1,own,18,22,1,0,10138.92,1
299,Applicant_2,2023-04-11,68,68342.64,employed,710,0.25,109.28,car,single,4,rent,17,17,0,0,7796.81,1
300,Applicant_2,2023-04-12,63,34078.92,unemployed,555,0.4,20049.24,education,divorced,2,family,3,8,1,0,4700.59,1
301,Applicant_2,2023-04-13,59,22658.91,employed,491,0.62,47.49,car,single,1,family,10,15,1,1,5329.27,0
302,Applicant_2,2023-04-13,58,19645.43,unemployed,545,0.61,9733.7,personal,married,3,own,20,5,1,1,3692.63,0
303,Applicant_2,2023-04-16,41,36815.03,unemployed,481,0.6,2588.53,personal,married,4,own,2,29,1,0,5359.36,1
304,Applicant_2,2023-04-16,43,53685.58,employed,639,0.23,821.38,personal,single,3,rent,10,18,1,0,8510.94,1
305,Applicant_2,2023-04-18,49,36150.89,unemployed,581,0.36,747.12,home,single,0,family,14,1,0,0,6788.82,1
306,Applicant_2,2023-04-19,28,23600.89,unemployed,480,0.64,1403.67,personal,single,3,own,4,19,0,0,4918.78,1
307,Applicant_2,2023-04-19,35,42053.46,employed,543,0.47,6158.93,education,married,0,rent,20,10,0,0,5969.93,0
308,Applicant_2,2023-04-20,37,41897.96,self-employed,530,0.79,4514.56,car,married,5,own,3,0,0,0,6921.94,0
309,Applicant_2,2023-04-20,26,20851.42,self-employed,405,0.71,3309.89,car,divorced,5,rent,0,0,1,0,5127.16,1
310,Applicant_2,2023-04-22,45,28896.65,self-employed,514,0.34,1214.94,car,married,0,own,12,5,0,0,6530.71,0
311,Applicant_2,2023-04-22,41,41134.37,unemployed,582,0.4,537.43,car,married,1,family,4,4,0,0,8128.32,1
312,Applicant_2,2023-04-28,28,80117.39,unemployed,686,0.42,1457.53,education,divorced,1,family,4,26,1,0,10678.19,0
313,Applicant_2,2023-04-28,24,30983.6,employed,443,0.3,746.43,home,divorced,5,rent,11,27,1,0,5602.18,0
314,Applicant_2,2023-04-29,59,56045.74,employed,645,0.19,1222.25,car,divorced,4,family,19,18,0,0,7412.25,1
315,Applicant_2,2023-04-30,60,28238.1,unemployed,642,0.68,2212.53,car,divorced,4,family,6,25,1,0,5123.97,1
316,Applicant_2,2023-05-01,68,41818.91,employed,677,0.74,286.77,personal,married,0,own,15,40,0,0,4753.86,0
317,Applicant_2,2023-05-01,18,27278.43,unemployed,380,0.36,21191.77,education,single,3,family,13,23,0,0,4350.56,1
318,Applicant_2,2023-05-02,67,30066.73,employed,595,0.51,5336.71,home,divorced,0,own,8,13,0,0,4310.25,1
319,Applicant_2,2023-05-02,68,55365.24,unemployed,712,0.49,13424.27,education,divorced,5,family,13,27,1,0,9593.38,1
320,Applicant_2,2023-05-03,52,48275.51,self-employed,729,0.62,327.82,car,married,0,rent,2,32,0,0,6565.38,1
321,Applicant_2,2023-05-04,27,15520.2,self-employed,457,0.71,7969.81,education,married,4,family,20,4,1,1,5079.74,0
322,Applicant_2,2023-05-05,33,30377.24,employed,540,0.47,19109.64,car,single,3,own,14,39,0,0,5152.43,0
323,Applicant_2,2023-05-06,65,27472.62,self-employed,497,0.43,5064.9,car,single,0,family,4,0,0,0,6140.42,0
324,Applicant_2,2023-05-07,40,19673.61,self-employed,522,0.41,39449.5,education,single,2,own,8,7,0,0,3883.1,0
325,Applicant_2,2023-05-09,45,28094.93,unemployed,528,0.73,555.22,home,married,5,family,20,4,1,1,4699.56,0
326,Applicant_2,2023-05-09,21,22174.11,unemployed,414,0.39,2653.67,car,married,1,rent,3,36,0,0,4851.95,0
327,Applicant_2,2023-05-11,50,48530.83,employed,672,0.64,1730.03,home,single,1,own,15,23,1,0,6350.48,0
328,Applicant_2,2023-05-12,20,23202.16,self-employed,391,0.54,11617.72,personal,single,2,own,13,20,1,0,4104.72,0
329,Applicant_2,2023-05-13,25,54354.47,self-employed,571,0.2,69.92,home,single,1,family,1,25,0,0,5902.17,1
330,Applicant_2,2023-05-16,36,114487.57,unemployed,778,0.29,431.85,education,single,4,rent,0,23,0,0,10817.33,1
331,Applicant_2,2023-05-19,68,58766.92,unemployed,818,0.44,1440.22,car,married,2,family,15,12,0,0,8652.14,0
332,Applicant_2,2023-05-21,44,11023.91,employed,392,0.41,1390.36,car,divorced,2,family,0,21,0,0,2987.22,1
333,Applicant_2,2023-05-21,42,54976.57,self-employed,583,0.21,3634.42,education,single,1,family,7,26,1,0,8828.27,1
334,Applicant_2,2023-05-22,27,40042.14,self-employed,566,0.31,1919.25,education,single,0,own,16,26,1,1,6117.35,1
335,Applicant_2,2023-05-22,23,53053.34,self-employed,547,0.17,27470.06,home,divorced,1,family,12,4,0,0,6595.98,1
336,Applicant_2,2023-05-23,26,43127.77,employed,563,0.43,494.09,education,married,2,rent,10,20,1,1,7342.0,0
337,Applicant_2,2023-05-23,30,51222.37,employed,585,0.1,10057.31,home,single,0,own,14,29,1,1,7657.41,0
338,Applicant_2,2023-05-24,40,54683.39,employed,545,0.42,1090.75,personal,married,3,rent,3,5,0,0,7735.75,1
339,Applicant_2,2023-05-24,37,63960.28,self-employed,739,0.46,241.85,home,single,2,own,2,15,1,1,7499.84,0
340,Applicant_2,2023-05-25,61,27913.14,unemployed,647,0.62,10031.43,education,single,0,rent,14,35,0,0,5096.63,0
341,Applicant_2,2023-05-26,24,37338.78,employed,626,0.37,5869.06,home,single,0,own,4,12,1,1,4658.98,0
342,Applicant_2,2023-05-27,59,40334.24,employed,694,0.71,4795.41,education,single,0,own,6,28,0,0,7934.36,0
343,Applicant_2,2023-05-28,69,23909.3,unemployed,575,0.5,2293.98,home,single,3,own,5,36,1,1,2905.91,0
344,Applicant_2,2023-05-28,42,61326.73,self-employed,617,0.26,3366.38,personal,single,2,own,5,17,1,1,7327.68,1
345,Applicant_2,2023-05-29,20,41406.0,self-employed,554,0.41,739.91,car,divorced,2,rent,13,35,1,0,3984.5,0
346,Applicant_2,2023-05-29,42,76726.59,employed,711,0.14,1981.0,personal,single,5,family,7,40,0,0,9597.75,1
347,Applicant_2,2023-06-01,68,48456.37,self-employed,544,0.56,5844.0,education,married,4,rent,11,36,1,1,5816.0,0
348,Applicant_2,2023-06-01,19,33616.33,unemployed,493,0.56,20139.95,car,single,2,own,15,33,1,0,4863.37,1
349,Applicant_2,2023-06-02,24,23558.53,employed,461,0.72,18642.23,car,married,4,family,1,14,1,1,4467.03,0
350,Applicant_2,2023-06-02,29,77444.63,employed,755,0.14,559.97,car,divorced,2,family,11,37,0,0,9842.14,1
351,Applicant_2,2023-06-03,40,34298.47,self-employed,526,0.76,210.41,car,divorced,1,rent,17,19,0,0,3978.87,0
352,Applicant_2,2023-06-03,23,23882.51,employed,427,0.54,3194.45,car,divorced,1,own,16,30,0,0,4337.4,0
353,Applicant_2,2023-06-04,57,17999.9,employed,453,0.54,3599.78,car,married,5,own,10,3,0,0,3785.79,0
354,Applicant_2,2023-06-04,63,23599.36,employed,567,0.6,2900.23,home,divorced,2,own,11,25,0,0,4757.18,0
355,Applicant_2,2023-06-06,38,19263.79,employed,482,0.42,1556.37,car,divorced,3,family,15,20,0,0,4946.3,1
356,Applicant_2,2023-06-06,53,47639.3,self-employed,660,0.39,62940.22,education,single,5,family,5,24,1,1,6849.28,0
357,Applicant_2,2023-06-08,64,49883.92,employed,632,0.57,4628.06,personal,divorced,0,own,19,20,0,0,5805.38,1
358,Applicant_2,2023-06-08,24,27974.51,unemployed,494,0.69,770.37,car,married,5,own,7,22,1,0,5858.09,1
359,Applicant_2,2023-06-09,23,61862.77,self-employed,550,0.28,1052.79,education,married,0,rent,6,15,0,0,8641.25,1
360,Applicant_2,2023-06-09,68,45593.96,employed,691,0.75,4389.38,home,single,3,rent,13,10,1,1,5539.83,0
361,Applicant_2,2023-06-10,40,15610.81,self-employed,526,0.53,1077.29,personal,single,3,family,20,14,0,0,3636.75,0
362,Applicant_2,2023-06-10,69,30308.31,employed,701,0.32,762.0,education,single,2,rent,3,4,1,0,5059.71,1
363,Applicant_2,2023-06-13,28,35383.12,self-employed,585,0.45,393159.61,home,divorced,0,rent,19,39,1,0,4293.85,0
364,Applicant_2,2023-06-14,59,14655.39,employed,616,0.6,2137.22,personal,single,0,own,10,13,0,0,4139.94,0
365,Applicant_2,2023-06-14,53,47486.26,self-employed,632,0.53,70652.7,education,divorced,2,rent,7,6,0,0,5580.08,0
366,Applicant_2,2023-06-15,53,68896.95,unemployed,711,0.29,642.37,car,single,2,own,13,5,1,1,8095.27,0
367,Applicant_2,2023-06-16,19,20928.35,employed,385,0.32,11250.73,car,divorced,2,own,15,7,1,1,4881.97,0
368,Applicant_2,2023-06-19,60,37778.67,unemployed,657,0.62,15165.68,home,divorced,4,rent,5,23,1,1,6267.81,0
369,Applicant_2,2023-06-20,20,66644.97,unemployed,547,0.31,2476.02,personal,married,2,own,8,36,0,0,8308.03,0
370,Applicant_2,2023-06-20,62,26718.23,self-employed,580,0.3,3908.37,home,single,5,rent,17,26,0,0,4817.06,1
371,Applicant_2,2023-06-22,42,26645.67,self-employed,528,0.5,706.45,personal,divorced,5,rent,18,15,1,1,5639.62,0
372,Applicant_2,2023-06-22,63,45943.2,employed,548,0.62,39643.25,car,single,3,own,5,13,0,0,7266.38,0
373,Applicant_2,2023-06-23,45,44148.16,employed,622,0.36,1465.3,personal,single,5,own,19,16,1,0,7043.12,0
374,Applicant_2,2023-06-23,53,20271.99,unemployed,518,0.66,571.07,education,married,4,rent,0,39,1,0,4663.49,0
375,Applicant_2,2023-06-24,27,31585.26,self-employed,539,0.45,1474.52,home,single,4,own,9,34,1,1,4460.79,0
376,Applicant_2,2023-06-25,59,37413.11,unemployed,582,0.72,325.06,personal,single,1,rent,12,9,1,0,5999.07,0
377,Applicant_2,2023-06-26,39,76162.1,self-employed,654,0.18,8241.32,car,single,5,rent,8,23,0,0,10022.3,1
378,Applicant_2,2023-06-27,68,69589.48,unemployed,728,0.32,5641.77,education,married,3,family,3,14,0,0,11177.69,1
379,Applicant_2,2023-06-30,65,16606.4,unemployed,532,0.45,6539.77,education,married,5,rent,19,5,0,0,1922.46,0
380,Applicant_2,2023-07-02,70,25649.14,unemployed,667,0.38,701.74,personal,divorced,2,own,16,10,0,0,5500.8,1
381,Applicant_2,2023-07-03,50,23502.6,unemployed,514,0.39,8606.1,car,divorced,4,own,5,12,0,0,5280.52,1
382,Applicant_2,2023-07-03,33,56528.3,employed,602,0.33,132.94,personal,single,2,family,6,17,1,1,7223.78,0
383,Applicant_2,2023-07-04,58,39832.98,employed,552,0.73,10805.06,home,single,2,rent,19,28,0,0,6134.7,1
384,Applicant_2,2023-07-04,48,34331.65,self-employed,589,0.49,3933.24,education,married,1,rent,2,18,0,0,5893.59,0
385,Applicant_2,2023-07-05,28,52524.77,self-employed,569,0.44,842.52,car,single,5,own,6,17,1,0,7662.95,1
386,Applicant_2,2023-07-05,67,47812.75,self-employed,640,0.39,1110.53,home,married,1,family,5,38,0,0,6387.52,0
387,Applicant_2,2023-07-06,56,44304.91,unemployed,622,0.43,85965.54,education,married,3,rent,14,16,0,0,6020.21,0
388,Applicant_2,2023-07-07,61,10800.99,self-employed,510,0.73,668.91,personal,divorced,0,own,16,23,1,1,3018.56,0
389,Applicant_2,2023-07-07,48,68552.13,employed,708,0.1,1939.94,education,married,5,rent,8,16,1,0,9182.63,1
390,Applicant_2,2023-07-09,66,12303.55,employed,598,0.66,12096.55,home,divorced,3,family,10,8,0,0,2904.99,1
391,Applicant_2,2023-07-09,36,55201.97,unemployed,661,0.42,8179.03,personal,married,3,family,1,37,0,0,7355.78,0
392,Applicant_2,2023-07-10,63,43742.89,employed,603,0.79,3668.17,personal,divorced,2,family,9,10,0,0,6034.37,0
393,Applicant_2,2023-07-10,48,124691.99,employed,823,0.13,3534.06,education,divorced,4,own,10,5,0,0,14158.44,1
394,Applicant_2,2023-07-11,65,46967.0,unemployed,679,0.57,4663.71,personal,married,2,rent,18,18,1,0,6061.79,0
395,Applicant_2,2023-07-11,58,42018.5,self-employed,603,0.72,3884.43,home,married,1,family,3,24,1,1,6284.18,0
396,Applicant_2,2023-07-13,27,50489.25,employed,540,0.21,7521.68,car,married,3,family,14,9,1,0,7416.31,1
397,Applicant_2,2023-07-15,49,34387.41,unemployed,535,0.68,234.1,car,married,5,own,0,28,1,0,5110.21,1
398,Applicant_2,2023-07-16,28,29115.21,self-employed,465,0.73,948.87,car,married,0,own,19,27,1,1,5047.27,0
399,Applicant_2,2023-07-17,48,16943.63,unemployed,428,0.39,175.61,home,single,4,own,11,0,1,0,2969.23,0
400,Applicant_2,2023-07-17,18,67644.88,self-employed,547,0.19,12500.98,car,single,5,rent,9,8,0,0,10683.49,1
401,Applicant_2,2023-07-18,55,93076.86,unemployed,822,0.32,5083.17,car,single,0,rent,9,29,1,1,12076.2,1
402,Applicant_3,2023-01-01,26,16930.37,unemployed,435,0.32,1618.81,personal,married,1,own,12,1,0,0,4379.36,0
403,Applicant_3,2023-01-01,26,38290.12,employed,537,0.52,6794.35,home,divorced,4,own,3,23,0,0,8463.23,0
404,Applicant_3,2023-01-03,58,24280.9,unemployed,598,0.48,2244.68,home,divorced,0,family,3,1,0,0,5349.74,0
405,Applicant_3,2023-01-03,44,34071.8,unemployed,620,0.55,5505.72,personal,single,4,rent,15,9,0,0,4081.67,1
406,Applicant_3,2023-01-06,58,27574.3,employed,510,0.73,59.96,education,married,5,own,16,17,0,0,4956.38,0
407,Applicant_3,2023-01-07,24,45178.17,self-employed,546,0.47,14123.16,home,married,0,own,15,12,0,0,7258.41,1
408,Applicant_3,2023-01-07,51,22559.48,employed,545,0.74,206.88,education,divorced,3,rent,5,2,1,0,4575.6,0
409,Applicant_3,2023-01-08,48,28223.5,unemployed,531,0.36,8394.69,car,single,0,family,2,7,1,0,2263.98,1
410,Applicant_3,2023-01-08,67,25191.03,self-employed,528,0.45,8259.01,home,divorced,5,own,8,14,1,1,3370.31,0
411,Applicant_3,2023-01-12,21,50673.39,employed,560,0.27,605.8,car,single,2,rent,10,27,0,0,5869.06,0
412,Applicant_3,2023-01-13,66,55926.76,employed,713,0.17,9653.6,home,single,5,family,5,21,1,1,7341.14,1
413,Applicant_3,2023-01-15,35,26936.7,self-employed,565,0.6,1214.83,home,married,2,own,3,25,1,1,4922.25,0
414,Applicant_3,2023-01-15,42,89418.46,self-employed,752,0.17,5583.65,personal,married,5,own,3,8,0,0,12343.44,1
