application_id,applicant_id,ds,applicant_age,annual_income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,property_value,down_payment,loan_term_years,interest_rate,marital_status,num_dependents,residence_type,years_at_current_job,has_previous_mortgage,previous_default,bank_account_balance,is_approved
185,Applicant_1,2023-06-24,30,54372.3,retired,638,0.33,496253.62,853514.32,90760.07,30,4.14,divorced,3,rent,20,0,0,24158.88,1
186,Applicant_1,2023-06-26,30,88949.54,self-employed,677,0.2,430398.41,738531.73,122783.95,15,5.68,single,1,rent,28,1,1,24471.78,0
187,Applicant_1,2023-06-26,29,117468.78,retired,771,0.17,466513.16,895448.38,190463.64,15,3.54,married,0,rent,18,0,0,29214.88,1
188,Applicant_1,2023-06-27,50,235847.14,employed,850,0.19,184674.6,304928.52,65053.2,30,5.03,divorced,2,own_other,24,0,0,62236.01,1
189,Applicant_1,2023-07-01,30,123264.35,retired,620,0.26,385455.45,569197.29,68040.23,20,5.52,married,4,family,30,1,1,44864.85,0
190,Applicant_1,2023-07-01,42,76312.16,self-employed,712,0.33,270771.56,402000.71,115868.09,30,3.56,divorced,3,rent,24,1,0,33830.3,1
191,Applicant_1,2023-07-02,30,53688.17,self-employed,695,0.34,119399.43,211258.4,47909.22,30,3.95,single,0,rent,30,1,1,18549.31,0
192,Applicant_1,2023-07-06,42,33084.91,employed,792,0.28,109628.15,147988.51,28083.59,30,3.31,single,2,family,2,1,1,13365.13,0
193,Applicant_1,2023-07-06,51,40014.01,self-employed,686,0.3,400626.1,713064.41,151103.56,20,4.72,single,3,rent,4,1,1,26691.45,0
194,Applicant_1,2023-07-07,34,65136.35,employed,669,0.29,125243.33,177941.9,28461.89,15,4.08,single,3,family,19,0,0,22353.91,1
195,Applicant_1,2023-07-07,33,75153.03,self-employed,713,0.38,53045.32,80446.06,21585.5,30,5.41,married,3,own_other,13,0,0,27330.98,1
196,Applicant_1,2023-07-08,63,52845.84,retired,699,0.49,140383.17,203744.64,59679.85,25,3.87,divorced,3,family,25,0,0,19193.55,0
197,Applicant_1,2023-07-09,42,43292.04,self-employed,712,0.38,214256.99,416869.91,58345.12,20,5.05,divorced,0,family,14,0,0,22816.12,1
198,Applicant_1,2023-07-09,43,66423.51,retired,691,0.45,81121.4,152364.68,39463.84,30,3.42,married,1,own_other,21,0,0,19987.64,1
199,Applicant_1,2023-07-11,49,81558.05,employed,707,0.12,252080.02,423077.77,91574.68,30,4.63,married,4,family,20,0,0,25670.55,1
200,Applicant_1,2023-07-14,40,46603.46,retired,693,0.39,349112.25,465391.34,103566.13,30,5.9,married,3,rent,0,0,0,21861.64,0
201,Applicant_1,2023-07-14,57,62835.32,retired,663,0.38,283459.0,471793.3,101457.77,30,4.12,married,4,family,16,0,0,14072.03,0
202,Applicant_1,2023-07-15,26,65426.83,self-employed,553,0.5,97047.21,148752.06,43487.01,15,5.49,divorced,1,own_other,9,1,1,38922.22,1
203,Applicant_1,2023-07-16,58,57322.33,self-employed,783,0.39,206735.13,264227.85,64576.97,30,3.96,married,0,family,3,0,0,10236.13,1
204,Applicant_1,2023-07-16,31,38592.55,retired,624,0.21,410022.56,797058.41,197748.52,20,4.66,married,4,own_other,30,1,0,8909.19,1
205,Applicant_1,2023-07-17,65,77139.24,employed,767,0.42,133874.12,231046.15,41384.17,20,4.35,married,3,rent,22,0,0,20599.76,0
206,Applicant_1,2023-07-17,29,39077.14,retired,630,0.49,95788.42,181766.53,24973.26,25,3.59,single,2,family,27,1,1,14660.47,0
207,Applicant_1,2023-07-18,64,61183.68,self-employed,809,0.47,314152.12,464423.56,124978.03,20,5.44,divorced,2,family,18,0,0,31561.75,1
208,Applicant_2,2023-01-01,45,90241.19,employed,803,0.21,157357.73,203551.52,35552.56,20,4.53,married,4,rent,18,1,1,32435.05,0
209,Applicant_2,2023-01-01,65,38632.17,retired,740,0.31,362044.82,621344.24,186390.79,20,4.47,single,1,own_other,26,1,0,12718.33,1
210,Applicant_2,2023-01-05,25,52023.45,self-employed,718,0.44,111440.62,206407.28,60429.0,30,4.23,married,3,family,26,1,1,23608.9,0
211,Applicant_2,2023-01-06,61,46782.69,employed,712,0.23,408146.4,561782.34,59851.74,20,4.61,single,3,family,23,1,0,26353.32,1
212,Applicant_2,2023-01-06,42,95065.07,retired,727,0.24,420477.26,627978.34,166114.2,15,5.28,married,4,rent,13,0,0,25778.33,1
213,Applicant_2,2023-01-08,40,72884.52,self-employed,730,0.44,443664.43,543836.9,82969.41,15,4.32,single,1,rent,25,1,1,29824.67,0
214,Applicant_2,2023-01-08,33,45815.71,employed,713,0.34,416088.44,767413.71,164237.94,25,4.79,single,2,family,9,1,1,20151.14,1
215,Applicant_2,2023-01-09,57,73179.59,retired,850,0.42,416831.41,545411.86,136363.23,30,5.76,married,1,family,27,0,0,21378.83,1
216,Applicant_2,2023-01-09,45,47007.25,employed,669,0.49,392663.11,683621.63,135283.08,25,4.88,married,3,rent,20,0,0,21522.28,0
217,Applicant_2,2023-01-12,42,35746.65,retired,638,0.44,471351.25,704791.23,204425.27,25,4.75,divorced,0,family,14,1,0,17027.56,1
218,Applicant_2,2023-01-12,50,174754.11,employed,850,0.15,485657.86,903264.43,179698.13,25,5.49,married,4,family,4,1,1,47132.44,1
219,Applicant_2,2023-01-16,28,34067.07,employed,648,0.4,94808.63,173225.97,33244.9,15,5.79,single,3,own_other,0,1,0,15526.53,1
220,Applicant_2,2023-01-17,33,25996.26,retired,647,0.42,185839.48,353009.28,97190.16,15,4.96,married,0,own_other,21,0,0,18435.23,0
221,Applicant_2,2023-01-17,65,23572.46,self-employed,678,0.31,376694.76,679627.32,126306.15,15,5.11,single,1,own_other,2,0,0,15836.75,0
222,Applicant_2,2023-01-18,58,101068.03,retired,850,0.2,250280.09,301950.43,50943.52,15,5.96,married,1,own_other,2,0,0,27919.19,1
223,Applicant_2,2023-01-18,31,26463.56,employed,593,0.38,191008.16,363830.67,46361.44,20,4.92,divorced,1,rent,16,0,0,22675.41,1
224,Applicant_2,2023-01-19,35,119377.46,self-employed,695,0.24,208034.47,285099.67,71176.21,30,4.85,married,1,rent,28,0,0,35854.51,0
225,Applicant_2,2023-01-20,32,70396.59,retired,654,0.35,378504.12,560651.09,104212.56,20,3.74,divorced,0,rent,17,1,0,26797.32,1
226,Applicant_2,2023-01-20,44,49746.37,employed,723,0.31,282987.11,454935.18,113537.59,25,4.94,single,3,own_other,3,0,0,5706.56,1
227,Applicant_2,2023-01-22,63,33597.8,employed,743,0.32,287728.93,570324.06,169600.98,25,3.4,divorced,3,own_other,17,0,0,10246.15,1
228,Applicant_2,2023-01-22,29,106981.73,employed,672,0.29,314313.57,380644.66,54488.75,15,5.85,married,4,own_other,20,1,1,33128.87,1
229,Applicant_2,2023-01-24,30,27503.01,retired,606,0.22,291454.17,493384.59,76718.12,25,3.24,single,1,family,10,1,0,15884.71,0
230,Applicant_2,2023-01-26,52,31523.98,retired,741,0.33,479042.59,666305.09,99210.13,30,3.35,divorced,4,rent,9,0,0,13836.01,0
231,Applicant_2,2023-01-26,33,82823.08,retired,614,0.24,55107.77,88014.29,14904.43,25,3.5,single,2,family,28,0,0,24821.36,1
232,Applicant_2,2023-01-27,26,50280.43,self-employed,614,0.45,413198.53,585743.82,66056.91,15,4.49,divorced,2,rent,15,0,0,30439.83,0
233,Applicant_2,2023-01-27,41,71777.61,employed,762,0.46,452420.79,786893.82,96840.44,15,3.13,single,1,rent,15,1,1,23060.31,1
234,Applicant_2,2023-01-28,36,54275.33,employed,661,0.36,298789.15,577009.11,143175.1,30,3.67,single,3,family,10,1,0,20668.95,1
235,Applicant_2,2023-01-28,32,56080.42,retired,602,0.48,352996.57,438470.36,63419.04,15,5.86,single,3,own_other,24,1,1,21609.26,0
236,Applicant_2,2023-01-29,54,22046.29,employed,734,0.34,216013.71,309607.28,79538.56,20,4.39,divorced,3,rent,23,0,0,16141.7,0
237,Applicant_2,2023-01-30,51,20942.6,employed,824,0.4,154848.98,228733.47,61281.08,15,5.85,single,3,family,23,1,0,19729.43,1
238,Applicant_2,2023-01-31,40,35598.08,self-employed,689,0.49,271412.99,338700.63,101404.21,25,3.28,single,4,own_other,22,1,1,11852.54,1
239,Applicant_2,2023-01-31,30,68753.61,retired,628,0.33,93009.65,121546.04,32087.25,15,4.78,single,3,family,30,0,0,22797.31,0
240,Applicant_2,2023-02-02,41,66750.46,self-employed,736,0.48,466718.88,706781.4,188272.41,25,3.95,married,1,rent,30,0,0,25828.5,0
241,Applicant_2,2023-02-03,62,58956.56,employed,849,0.39,119934.75,159693.12,30854.47,30,3.36,married,1,own_other,9,1,1,22796.81,1
242,Applicant_2,2023-02-03,30,101247.9,employed,748,0.14,413418.61,596716.84,143773.53,15,3.65,married,1,rent,22,0,0,36184.73,1
243,Applicant_2,2023-02-04,50,34724.59,retired,770,0.4,72027.78,103653.2,27366.3,20,3.09,married,3,family,23,0,0,18458.1,0
244,Applicant_2,2023-02-04,31,41062.97,employed,633,0.46,104653.96,130747.9,33496.57,20,3.39,married,2,family,20,0,0,19856.41,1
245,Applicant_2,2023-02-05,41,70990.41,employed,768,0.42,59810.08,74856.96,20997.32,30,5.43,single,2,rent,1,1,0,22977.3,0
246,Applicant_2,2023-02-06,61,96959.01,self-employed,844,0.26,419758.43,636353.34,67387.57,30,3.52,single,1,own_other,8,1,0,23253.76,0
247,Applicant_2,2023-02-07,64,85882.31,retired,814,0.19,160603.15,230639.64,42068.31,30,3.18,married,3,rent,13,0,0,26426.18,1
248,Applicant_2,2023-02-10,58,63754.07,employed,733,0.3,333839.47,614843.67,159225.6,30,5.35,married,3,family,25,1,1,22828.71,1
249,Applicant_2,2023-02-10,57,31602.41,self-employed,624,0.41,224771.57,302059.89,49470.01,20,3.09,married,0,own_other,16,1,0,11363.52,1
250,Applicant_2,2023-02-11,31,20400.3,employed,583,0.27,345588.99,488393.83,128573.11,15,5.29,single,4,own_other,11,0,0,7464.61,0
251,Applicant_2,2023-02-13,62,65176.02,self-employed,720,0.4,412794.6,725734.71,205234.87,15,5.11,married,4,family,4,0,0,19594.45,1
252,Applicant_2,2023-02-14,56,184650.09,retired,850,0.2,189073.88,301071.63,35541.95,20,4.8,single,4,own_other,0,1,0,45305.86,1
253,Applicant_2,2023-02-14,46,47709.12,retired,688,0.3,129856.94,239188.64,65452.4,15,3.07,divorced,1,rent,27,1,0,12593.96,0
254,Applicant_2,2023-02-18,50,26299.38,retired,731,0.38,95464.48,137603.65,17515.62,20,5.2,married,3,family,10,0,0,27458.64,1
255,Applicant_2,2023-02-18,60,84118.9,retired,797,0.24,450320.1,761476.51,130490.51,20,4.14,divorced,2,rent,5,0,0,30618.42,1
256,Applicant_2,2023-02-19,61,68912.7,self-employed,761,0.22,432840.63,786326.13,167877.92,20,4.81,divorced,1,family,18,0,0,23469.57,1
257,Applicant_2,2023-02-21,34,54477.97,self-employed,686,0.23,385404.5,535865.16,158871.12,20,4.91,single,2,own_other,0,1,0,12430.81,0
258,Applicant_2,2023-02-21,29,57001.35,self-employed,596,0.44,165496.07,212898.73,21344.42,30,4.31,married,1,own_other,15,1,1,15882.32,0
259,Applicant_2,2023-02-22,31,23016.08,self-employed,638,0.38,404928.5,673171.11,169402.64,20,3.49,single,0,own_other,0,1,1,9655.08,1
260,Applicant_2,2023-02-23,29,95835.23,self-employed,635,0.14,126547.34,189867.37,46782.75,15,4.01,divorced,3,family,0,1,0,28043.88,1
261,Applicant_2,2023-02-23,52,36879.1,employed,724,0.36,74100.08,108547.41,32008.43,30,5.09,divorced,4,own_other,21,1,1,14368.98,0
262,Applicant_2,2023-02-24,28,70255.3,self-employed,576,0.49,307296.41,575223.12,75192.01,25,3.01,single,2,family,20,1,0,26253.43,0
263,Applicant_2,2023-02-25,38,120415.96,employed,733,0.21,337185.8,668182.94,130104.66,15,3.93,married,3,own_other,28,1,0,34709.31,1
264,Applicant_2,2023-02-25,49,48305.33,employed,705,0.45,216959.24,326557.53,44841.77,15,3.79,married,2,rent,26,1,0,22377.56,0
265,Applicant_2,2023-02-26,31,51949.59,employed,667,0.26,350663.53,647515.68,118364.14,20,4.66,married,4,own_other,30,1,0,13376.89,1
266,Applicant_2,2023-02-28,30,143600.21,self-employed,673,0.26,456249.74,808221.12,161983.91,20,3.36,married,1,rent,6,0,0,35255.52,0
267,Applicant_2,2023-03-01,52,89451.41,employed,721,0.18,494725.97,765991.44,229379.08,20,5.5,married,2,family,29,0,0,24522.83,1
268,Applicant_2,2023-03-01,60,68837.03,self-employed,711,0.38,298424.39,562619.3,114739.25,15,5.36,divorced,4,family,25,1,0,34493.15,1
269,Applicant_2,2023-03-02,34,77822.15,retired,645,0.46,314570.36,568334.87,163640.66,15,4.69,single,2,family,28,1,1,24637.99,0
270,Applicant_2,2023-03-02,56,56111.14,retired,730,0.38,324032.97,398551.65,61808.52,20,4.85,divorced,3,rent,12,1,0,20487.22,0
271,Applicant_2,2023-03-03,55,27764.85,self-employed,710,0.32,453664.11,551740.08,145370.92,25,3.93,married,0,rent,4,1,1,15111.56,1
272,Applicant_2,2023-03-06,45,217478.37,self-employed,815,0.19,377959.74,636477.89,75013.61,30,3.63,married,3,family,27,1,0,61691.26,1
273,Applicant_2,2023-03-07,35,97556.99,employed,760,0.3,190005.39,305041.54,38779.92,15,3.52,single,0,rent,1,1,0,32356.31,1
274,Applicant_2,2023-03-08,37,135157.81,self-employed,730,0.12,215758.37,339037.26,60819.37,15,5.04,single,2,own_other,19,1,0,36013.66,1
275,Applicant_2,2023-03-08,55,34530.92,retired,668,0.31,298100.17,439816.76,117664.51,25,5.25,divorced,0,own_other,0,1,0,17076.6,0
276,Applicant_2,2023-03-10,61,40741.94,employed,740,0.46,435700.03,748490.79,176298.81,25,4.95,divorced,0,family,0,1,0,10368.91,1
277,Applicant_2,2023-03-12,63,75456.62,employed,850,0.3,150696.51,254176.06,73355.46,25,4.27,married,2,own_other,8,0,0,31229.67,1
278,Applicant_2,2023-03-13,58,32701.61,retired,794,0.34,228718.64,293182.92,59311.71,25,4.68,divorced,4,own_other,9,0,0,18635.42,1
279,Applicant_2,2023-03-15,46,62831.82,self-employed,670,0.49,338267.64,639052.94,97282.63,25,3.57,divorced,1,rent,25,1,1,25260.14,0
280,Applicant_2,2023-03-16,26,37784.84,retired,626,0.23,273817.77,393334.77,110677.45,30,4.16,single,4,family,18,0,0,10488.4,1
281,Applicant_2,2023-03-17,39,132155.23,retired,736,0.17,290585.8,531166.9,149420.07,25,4.52,single,4,rent,9,0,0,41887.6,1
282,Applicant_2,2023-03-17,41,81191.76,retired,652,0.3,413754.74,749034.51,102328.35,25,4.96,single,2,rent,23,1,1,24656.31,1
283,Applicant_2,2023-03-18,46,62099.82,self-employed,742,0.45,167251.66,240046.42,64870.81,30,3.16,divorced,4,family,30,0,0,34016.61,1
284,Applicant_2,2023-03-19,37,72886.51,retired,696,0.24,103917.17,181289.56,37339.79,30,3.16,single,1,rent,10,1,1,23031.72,0
285,Applicant_2,2023-03-20,36,77023.67,employed,716,0.41,269411.38,459299.59,62173.02,15,3.01,married,1,rent,18,0,0,21474.79,1
286,Applicant_2,2023-03-21,30,30772.71,employed,531,0.32,326515.88,557294.05,100691.16,30,4.15,single,4,rent,23,1,0,18694.5,1
287,Applicant_2,2023-03-21,58,175935.3,employed,797,0.2,58062.26,69866.26,17237.45,20,5.08,married,2,rent,3,1,1,45156.71,0
288,Applicant_2,2023-03-23,27,91057.4,self-employed,678,0.18,476808.52,746081.86,152243.74,25,4.3,divorced,1,own_other,28,1,1,27717.03,1
289,Applicant_2,2023-03-23,35,79556.32,self-employed,717,0.29,58606.13,80844.64,24008.91,20,5.2,divorced,4,rent,3,1,0,25036.47,1
290,Applicant_2,2023-03-24,65,41032.82,self-employed,767,0.3,397062.35,674413.5,147551.43,15,4.99,divorced,0,rent,22,0,0,13714.22,1
291,Applicant_2,2023-03-24,49,61406.31,employed,720,0.45,296277.07,467974.69,61129.39,15,3.9,divorced,0,family,16,1,0,22156.13,1
292,Applicant_2,2023-03-26,31,90118.72,retired,755,0.13,373444.8,483307.65,59351.39,15,4.49,divorced,1,own_other,26,0,0,30812.79,1
293,Applicant_2,2023-03-26,51,16935.05,self-employed,677,0.24,122168.12,200173.81,56463.29,30,3.99,single,0,family,2,0,0,10339.45,1
294,Applicant_2,2023-03-28,56,54530.44,employed,729,0.49,477250.71,870324.4,100095.7,15,5.71,divorced,1,own_other,9,1,1,23554.55,0
295,Applicant_2,2023-03-28,36,24313.71,employed,602,0.35,433511.91,645140.17,151835.87,30,5.22,single,0,rent,27,0,0,10166.06,1
296,Applicant_2,2023-03-30,35,55712.3,self-employed,602,0.39,210887.33,326911.56,73346.34,15,4.12,married,1,rent,12,1,1,24142.1,0
297,Applicant_2,2023-03-31,49,36928.6,retired,708,0.22,432802.21,796321.13,182970.15,20,3.34,divorced,0,rent,3,1,1,16318.5,1
298,Applicant_2,2023-03-31,53,126167.17,employed,796,0.3,325095.42,592756.7,131753.03,20,4.45,married,0,own_other,14,0,0,33548.0,1
299,Applicant_2,2023-04-01,45,45169.42,employed,663,0.24,367055.68,639536.94,162126.29,20,5.93,divorced,2,family,16,0,0,15966.87,1
300,Applicant_2,2023-04-01,40,51470.55,self-employed,655,0.35,205587.27,357934.93,63345.65,15,3.03,single,4,own_other,27,1,0,21146.19,0
301,Applicant_2,2023-04-02,56,27801.65,self-employed,745,0.39,158401.32,313019.38,34454.09,20,4.65,married,3,rent,2,1,1,2790.72,1
302,Applicant_2,2023-04-02,53,95526.59,employed,690,0.17,435465.15,678304.25,83934.3,30,5.24,single,0,own_other,13,0,0,27981.49,1
303,Applicant_2,2023-04-03,25,109524.62,employed,670,0.25,406302.48,800634.07,182150.35,20,4.96,married,2,own_other,26,0,0,29022.37,1
304,Applicant_2,2023-04-03,54,16390.86,self-employed,655,0.36,302067.88,512248.64,99697.28,25,5.15,single,0,family,7,0,0,15237.19,0
305,Applicant_2,2023-04-04,65,36422.68,self-employed,734,0.36,296460.76,444427.97,53893.31,20,4.48,divorced,3,rent,8,0,0,23267.39,0
306,Applicant_2,2023-04-05,50,55311.45,employed,707,0.25,255670.7,466633.89,113558.9,15,5.27,single,4,rent,24,1,1,16395.95,1
307,Applicant_2,2023-04-05,57,107377.81,employed,739,0.2,483734.64,582160.18,143934.9,30,5.52,married,4,rent,22,0,0,24616.06,1
308,Applicant_2,2023-04-06,33,26721.38,employed,701,0.47,224332.51,376976.61,104248.8,30,4.26,divorced,1,own_other,12,1,1,14297.66,0
309,Applicant_2,2023-04-07,33,105996.7,employed,651,0.19,235735.46,414897.11,103593.74,25,5.53,divorced,2,family,23,0,0,34588.97,0
310,Applicant_2,2023-04-08,64,46912.73,retired,850,0.4,180760.77,266845.36,62568.5,20,4.51,divorced,2,family,3,1,1,16353.97,0
311,Applicant_2,2023-04-09,51,68752.74,retired,765,0.38,386540.93,724034.23,113807.75,30,5.42,divorced,0,rent,12,0,0,23910.57,0
312,Applicant_2,2023-04-12,28,41080.59,employed,650,0.35,170140.22,311088.76,92302.05,25,3.44,single,2,rent,24,0,0,14827.54,0
313,Applicant_2,2023-04-12,53,53396.93,employed,720,0.23,327248.98,569550.93,120959.52,20,5.23,divorced,3,rent,16,1,0,18852.78,1
314,Applicant_2,2023-04-15,49,65666.24,self-employed,649,0.3,480515.89,951737.72,154686.69,15,3.04,married,1,family,27,1,0,18275.18,1
315,Applicant_2,2023-04-15,48,84131.19,retired,789,0.14,295976.81,498043.02,127115.19,20,3.88,single,0,rent,30,0,0,32754.76,1
316,Applicant_2,2023-04-16,32,85774.47,self-employed,734,0.22,68285.4,97189.92,14855.28,20,4.75,married,0,own_other,14,0,0,23370.92,0
317,Applicant_2,2023-04-16,45,32006.86,retired,645,0.24,72884.95,141827.22,31644.74,25,4.47,divorced,4,own_other,2,1,0,23042.34,1
318,Applicant_2,2023-04-17,58,79072.07,employed,780,0.21,403816.21,536064.56,111831.66,30,3.28,single,1,family,10,1,1,36639.43,0
319,Applicant_2,2023-04-17,64,123971.79,retired,850,0.25,263685.73,434835.64,108894.48,15,3.34,married,3,rent,28,0,0,37485.84,1
320,Applicant_2,2023-04-20,45,102360.24,self-employed,722,0.29,462169.59,903999.17,160166.22,25,3.07,divorced,2,family,25,1,1,26276.0,0
321,Applicant_2,2023-04-20,37,44471.86,self-employed,594,0.33,281252.62,550852.78,73527.26,15,4.88,single,1,family,13,0,0,29175.41,0
322,Applicant_2,2023-04-21,52,34489.0,retired,683,0.47,417539.46,525137.87,124567.28,15,4.38,married,0,rent,2,0,0,15513.73,0
323,Applicant_2,2023-04-22,41,30629.64,retired,702,0.44,81698.94,151739.07,42820.36,30,4.16,divorced,3,own_other,10,0,0,15290.32,1
324,Applicant_2,2023-04-22,32,68960.56,retired,654,0.45,52654.52,93526.46,10535.52,15,5.1,single,2,family,3,1,1,31828.84,0
325,Applicant_2,2023-04-23,43,93367.58,self-employed,762,0.23,221636.11,411732.93,43711.15,20,4.6,single,3,family,9,0,0,29578.62,1
326,Applicant_2,2023-04-24,48,31306.59,employed,698,0.45,299085.88,491713.88,61290.68,15,4.72,married,4,family,30,0,0,13004.53,0
327,Applicant_2,2023-04-25,47,60793.58,employed,630,0.45,235694.52,404627.44,81941.32,20,3.55,divorced,2,rent,3,0,0,23702.88,1
328,Applicant_2,2023-04-25,61,140239.57,employed,839,0.16,433124.48,842815.14,251885.93,30,4.93,single,2,family,2,1,0,51056.33,1
329,Applicant_2,2023-04-26,62,148106.59,self-employed,850,0.27,478192.96,710456.39,166430.88,20,3.3,divorced,0,rent,10,1,1,46070.08,1
330,Applicant_2,2023-04-26,44,83833.73,retired,712,0.1,312876.47,517010.1,89390.37,25,5.88,single,0,own_other,7,0,0,20645.25,1
331,Applicant_2,2023-04-27,52,90601.61,self-employed,704,0.3,428049.53,559651.07,138006.91,30,4.39,married,2,own_other,17,0,0,27075.21,1
332,Applicant_2,2023-04-27,63,39133.72,employed,703,0.37,428806.85,809146.05,103570.96,20,3.79,divorced,0,family,2,0,0,20769.64,1
333,Applicant_2,2023-04-29,65,85812.39,employed,850,0.14,415689.08,691341.08,175490.06,20,5.72,divorced,2,family,28,1,0,33145.63,1
334,Applicant_2,2023-05-02,39,44139.42,retired,657,0.43,379952.07,544395.07,105035.71,15,4.19,divorced,0,family,7,0,0,18901.33,1
335,Applicant_2,2023-05-02,33,29000.6,self-employed,575,0.24,121650.09,201098.03,42866.56,20,5.21,married,2,rent,7,1,0,19412.03,0
336,Applicant_2,2023-05-04,48,49691.21,employed,783,0.47,69263.8,94574.12,26626.89,25,4.16,married,0,rent,20,1,0,17940.06,1
337,Applicant_2,2023-05-04,58,25605.83,retired,776,0.32,423341.22,790758.14,120719.68,20,4.13,married,2,family,20,0,0,7492.88,1
338,Applicant_2,2023-05-05,49,112565.67,employed,735,0.23,282367.3,418558.25,114494.05,30,5.38,divorced,0,family,28,0,0,45304.13,1
339,Applicant_2,2023-05-06,39,63781.89,employed,649,0.37,281543.57,401100.38,52162.33,20,4.09,divorced,0,family,7,1,1,33063.9,0
340,Applicant_2,2023-05-06,55,109555.12,retired,829,0.15,265466.59,363307.79,48047.18,30,3.07,single,1,family,18,0,0,34873.66,0
341,Applicant_2,2023-05-09,57,59663.67,employed,800,0.22,450858.95,594003.1,79161.77,20,4.55,married,4,family,20,0,0,21081.81,1
342,Applicant_2,2023-05-09,43,47733.37,employed,714,0.44,147467.04,248514.51,48282.07,30,3.51,married,4,rent,25,0,0,24323.2,1
343,Applicant_2,2023-05-10,57,14961.25,self-employed,730,0.24,125474.77,219389.23,62409.74,15,3.69,married,1,rent,0,0,0,9408.14,1
344,Applicant_2,2023-05-10,57,23546.48,retired,694,0.38,238907.76,315274.37,37599.53,30,5.7,divorced,0,family,16,0,0,14100.56,0
345,Applicant_2,2023-05-12,33,65836.12,retired,696,0.33,292678.69,351495.45,101071.45,30,4.57,married,0,family,16,1,0,29272.39,1
