client_id,age,income,credit_score,debt_to_income_ratio,num_bank_products,tenure_years,digital_usage_score,satisfaction_score,previous_insurance,family_size,employment_stability,region,marketing_exposure,complaints,life_events,buy_insurance
308,31,36109,498,0.52,4,17,5,6,1,4,Stable,Rural,4,2,Marriage,0
309,50,53489,448,0.15,5,4,7,1,1,4,Unstable,Urban,1,0,Marriage,0
310,64,69264,731,0.38,5,1,4,9,1,2,Unstable,Urban,4,0,Child Birth,1
311,29,64422,710,0.46,5,17,1,1,1,5,Unstable,Suburban,3,0,Marriage,0
312,45,68730,718,0.48,3,10,6,1,1,5,Unstable,Rural,2,1,None,1
313,38,42032,748,0.4,2,8,3,3,0,5,Unstable,Suburban,1,2,None,0
314,28,75807,552,0.32,5,11,7,1,0,2,Unstable,Suburban,0,1,Marriage,0
315,47,63161,619,0.23,5,10,1,4,0,5,Unstable,Urban,0,1,Home Purchase,0
316,66,20482,742,0.55,3,19,4,7,0,3,Stable,Urban,2,1,None,1
317,44,46715,773,0.28,2,6,9,9,1,2,Stable,Suburban,2,2,None,1
318,39,37612,674,0.5,4,11,6,4,1,4,Stable,Rural,1,2,Child Birth,0
319,69,37290,556,0.12,1,16,2,6,0,1,Stable,Suburban,3,1,Home Purchase,0
320,53,48087,733,0.22,5,10,6,2,0,3,Stable,Suburban,1,0,Home Purchase,0
321,32,75336,705,0.27,5,1,9,7,0,1,Unstable,Rural,0,2,Child Birth,0
322,65,44330,594,0.44,1,8,1,8,1,3,Stable,Urban,1,0,Home Purchase,0
323,43,65626,501,0.26,5,17,5,3,0,2,Unstable,Suburban,3,1,None,0
324,63,61529,757,0.12,5,19,8,1,0,4,Unstable,Rural,3,1,None,0
325,52,40523,638,0.19,5,9,7,2,0,3,Unstable,Rural,0,0,Child Birth,0
326,51,51379,718,0.23,1,8,2,2,0,2,Stable,Rural,4,0,None,0
327,28,81621,714,0.19,3,9,8,6,1,4,Unstable,Urban,0,1,Marriage,1
328,39,63745,585,0.2,3,16,9,7,0,1,Stable,Rural,4,0,Marriage,1
329,59,73720,741,0.48,1,14,8,5,0,3,Stable,Suburban,3,1,Marriage,0
330,61,91812,614,0.31,3,6,6,1,0,2,Stable,Rural,3,1,Child Birth,0
331,25,70873,550,0.3,4,9,9,5,0,3,Unstable,Rural,3,1,None,0
332,27,20000,537,0.58,4,11,8,8,1,5,Unstable,Suburban,2,2,Home Purchase,0
333,48,66764,699,0.32,1,15,4,2,0,3,Unstable,Rural,1,2,None,0
334,51,44547,850,0.56,2,15,6,8,1,4,Stable,Suburban,4,0,Marriage,1
335,64,105257,704,0.25,5,5,5,6,0,5,Stable,Urban,1,1,None,1
336,60,69981,850,0.3,2,8,9,1,0,4,Unstable,Urban,1,1,Marriage,0
337,58,45064,844,0.3,5,3,4,9,1,1,Stable,Rural,0,0,Marriage,1
338,53,74162,751,0.37,3,4,1,8,0,5,Unstable,Urban,0,2,Marriage,1
339,48,62269,850,0.39,3,7,9,5,0,5,Stable,Urban,4,0,None,0
340,48,20000,846,0.22,4,17,9,4,0,4,Unstable,Rural,0,2,Marriage,1
341,66,81576,817,0.5,2,12,7,1,0,2,Unstable,Suburban,0,2,Child Birth,1
342,28,49861,511,0.35,1,6,5,2,0,3,Unstable,Suburban,4,0,Child Birth,0
343,27,95515,676,0.1,5,4,7,5,0,1,Stable,Suburban,1,0,Home Purchase,0
344,58,56889,630,0.4,3,18,9,5,0,1,Unstable,Suburban,2,2,Child Birth,0
345,47,95982,817,0.5,5,16,3,8,1,2,Unstable,Suburban,1,1,Marriage,0
346,47,70622,669,0.23,1,1,5,5,1,4,Unstable,Rural,4,0,None,0
347,69,84353,850,0.12,5,17,3,5,0,1,Unstable,Urban,1,1,None,0
348,29,47704,710,0.5,4,5,8,3,1,3,Unstable,Suburban,0,1,Marriage,0
349,55,68825,697,0.59,1,18,1,7,0,2,Unstable,Urban,2,0,Home Purchase,0
350,65,20000,662,0.14,1,6,4,6,0,5,Stable,Suburban,3,2,Marriage,0
351,30,56824,681,0.57,5,13,7,5,0,3,Unstable,Rural,0,2,Home Purchase,0
352,61,22886,726,0.28,5,8,9,2,1,4,Unstable,Rural,4,0,Home Purchase,0
353,34,31425,693,0.57,3,19,2,4,1,4,Unstable,Urban,4,0,Marriage,0
354,64,37729,653,0.42,5,16,9,3,0,2,Unstable,Urban,1,1,None,1
355,31,76510,659,0.55,1,18,6,7,0,5,Unstable,Urban,3,1,Child Birth,0
356,63,56315,850,0.49,5,7,7,9,1,5,Unstable,Urban,3,0,Child Birth,1
357,62,60785,850,0.11,3,9,4,3,1,2,Unstable,Rural,1,1,Child Birth,0
358,45,55635,652,0.13,2,1,5,7,0,2,Stable,Urban,0,1,Marriage,0
359,44,87018,784,0.36,4,9,1,9,1,2,Unstable,Suburban,2,1,Home Purchase,1
360,27,60101,617,0.16,1,10,4,5,0,5,Unstable,Rural,3,0,None,0
361,46,66220,667,0.33,3,18,8,8,0,4,Stable,Suburban,1,2,None,0
362,28,45743,591,0.58,4,1,6,8,1,4,Stable,Rural,2,1,Child Birth,1
363,52,88735,801,0.25,5,13,7,7,0,3,Unstable,Rural,1,2,Child Birth,0
364,36,90609,748,0.34,5,14,1,1,0,4,Unstable,Suburban,2,1,Child Birth,0
365,62,59077,767,0.29,2,7,7,5,0,2,Stable,Rural,2,0,Child Birth,0
366,60,45392,788,0.41,5,8,6,9,0,3,Stable,Urban,0,2,Marriage,0
367,65,20000,613,0.2,4,1,4,9,0,1,Unstable,Suburban,4,0,Marriage,0
368,29,38285,667,0.23,3,2,2,6,0,5,Unstable,Rural,4,0,None,0
369,37,20000,744,0.53,2,11,2,8,1,3,Stable,Rural,3,2,Home Purchase,1
370,47,37233,665,0.51,4,1,7,4,1,1,Unstable,Suburban,4,0,None,0
371,54,68924,706,0.49,3,12,3,9,0,2,Unstable,Suburban,3,2,None,0
372,61,58740,620,0.49,4,8,2,2,1,4,Stable,Urban,3,2,Home Purchase,0
373,49,118081,832,0.33,5,3,3,2,0,4,Stable,Urban,2,0,Home Purchase,0
374,51,50723,793,0.46,4,10,2,7,0,3,Stable,Urban,3,0,Home Purchase,0
375,38,48771,823,0.29,2,15,3,4,0,1,Stable,Urban,1,0,None,0
376,60,86569,765,0.15,4,12,5,4,0,4,Stable,Urban,1,0,Child Birth,1
377,63,20000,590,0.3,1,2,5,2,1,2,Unstable,Suburban,2,1,Marriage,1
378,40,22955,652,0.18,5,5,7,9,0,1,Unstable,Suburban,0,1,Child Birth,0
379,46,76596,629,0.3,4,9,3,2,0,1,Unstable,Suburban,2,1,Child Birth,0
380,45,55114,674,0.25,3,18,3,9,0,4,Unstable,Suburban,2,2,None,0
381,45,55687,805,0.4,5,6,7,5,0,3,Stable,Urban,4,2,Marriage,0
382,32,36571,552,0.28,3,11,6,5,1,3,Stable,Rural,4,1,Marriage,0
383,40,65994,641,0.45,2,14,6,7,0,3,Unstable,Urban,2,2,Marriage,0
384,55,39799,660,0.36,1,1,4,5,0,4,Stable,Suburban,1,0,Child Birth,1
385,66,61818,568,0.56,4,4,4,6,0,5,Unstable,Suburban,2,2,Home Purchase,0
386,34,31037,720,0.15,5,7,2,3,0,2,Stable,Urban,1,0,Child Birth,1
387,56,55440,665,0.44,4,9,6,3,0,2,Stable,Rural,0,1,None,0
388,58,110621,811,0.44,4,17,3,3,0,3,Unstable,Rural,4,0,Marriage,0
389,33,49376,672,0.58,5,17,6,1,1,3,Stable,Urban,3,1,Child Birth,0
390,41,56706,745,0.29,1,11,3,3,1,2,Stable,Suburban,1,1,Marriage,0
391,35,54936,711,0.25,1,12,3,4,0,4,Stable,Rural,1,2,Home Purchase,0
392,56,64363,451,0.19,2,15,1,6,0,1,Unstable,Rural,0,0,Marriage,0
393,34,71703,556,0.23,5,2,5,4,0,2,Unstable,Suburban,4,1,Marriage,0
394,46,66430,738,0.35,5,8,2,3,1,2,Unstable,Urban,4,0,Marriage,0
395,41,66982,733,0.52,3,2,2,8,0,1,Stable,Urban,4,1,Home Purchase,0
396,28,55479,693,0.24,3,6,9,5,0,1,Unstable,Urban,1,2,Child Birth,0
397,49,62507,833,0.18,3,1,2,3,0,5,Unstable,Suburban,4,0,Child Birth,1
398,45,54651,750,0.24,1,18,2,4,0,2,Stable,Rural,4,2,Child Birth,0
399,61,20000,850,0.15,2,4,6,4,0,1,Stable,Suburban,3,2,Marriage,0
400,62,125765,454,0.56,2,8,1,3,0,2,Stable,Rural,1,1,Home Purchase,1
401,25,78204,850,0.54,4,8,8,9,1,1,Unstable,Rural,1,0,Marriage,1
402,49,35517,639,0.25,2,14,1,4,1,3,Stable,Urban,4,2,Child Birth,0
403,60,65751,702,0.22,3,14,9,8,0,3,Stable,Suburban,2,0,Home Purchase,1
404,41,26346,818,0.55,5,1,4,9,0,3,Stable,Urban,4,1,Child Birth,1
405,65,47644,488,0.1,4,3,3,7,0,2,Stable,Rural,1,0,None,0
406,48,22950,674,0.4,1,15,7,3,0,2,Unstable,Rural,1,1,Marriage,0
407,26,58720,800,0.56,2,19,8,1,1,2,Stable,Urban,3,1,Home Purchase,1
408,64,20466,638,0.35,5,1,5,9,1,4,Stable,Suburban,0,0,None,0
409,39,69710,791,0.1,3,3,3,4,0,3,Stable,Suburban,4,1,Home Purchase,1
410,56,77055,767,0.21,1,1,4,3,0,1,Unstable,Suburban,0,1,Marriage,1
411,63,39325,716,0.56,1,19,6,7,0,5,Stable,Urban,4,1,Child Birth,0
412,30,64022,759,0.11,2,17,5,9,1,4,Stable,Urban,3,2,Child Birth,0
413,25,38000,829,0.3,5,13,4,7,0,2,Unstable,Rural,0,2,Marriage,0
414,47,72793,760,0.49,3,16,3,9,0,3,Stable,Suburban,2,0,Marriage,1
415,63,42784,792,0.52,3,12,6,7,0,4,Unstable,Urban,4,2,Child Birth,0
416,41,79724,611,0.34,3,7,7,8,1,3,Stable,Rural,4,1,Home Purchase,0
417,58,20000,758,0.22,3,17,2,8,0,1,Stable,Urban,3,2,Home Purchase,0
418,65,34875,748,0.4,2,11,6,8,0,5,Stable,Rural,4,2,Marriage,0
419,53,32279,812,0.23,2,8,3,2,0,4,Stable,Suburban,3,0,Home Purchase,0
420,33,65083,584,0.23,5,10,8,2,0,5,Unstable,Rural,4,1,None,0
421,37,73877,807,0.5,4,16,2,2,0,4,Unstable,Urban,4,0,Marriage,0
422,30,67015,612,0.18,2,10,5,7,0,3,Unstable,Urban,2,1,None,0
423,30,47275,850,0.1,3,8,8,8,0,2,Unstable,Suburban,1,0,Home Purchase,1
424,44,20000,611,0.27,5,5,9,1,1,3,Stable,Suburban,4,1,None,0
425,27,60967,583,0.35,3,17,7,8,0,2,Stable,Urban,4,2,None,0
426,41,79701,670,0.45,2,13,9,8,0,2,Unstable,Urban,0,1,Child Birth,0
427,36,127012,804,0.49,5,10,9,5,0,2,Unstable,Suburban,3,0,Home Purchase,1
428,69,49390,735,0.43,3,10,8,3,0,3,Stable,Urban,4,2,Home Purchase,0
429,25,43367,850,0.41,4,12,7,1,0,3,Unstable,Suburban,2,0,Home Purchase,1
430,41,68006,669,0.43,1,12,6,4,1,5,Stable,Rural,4,1,Home Purchase,1
431,27,53596,651,0.24,1,7,3,7,0,4,Stable,Urban,3,0,Child Birth,0
432,50,91884,626,0.29,3,11,8,7,0,2,Stable,Suburban,4,2,Child Birth,0
433,39,39795,647,0.41,1,12,3,5,0,1,Stable,Urban,0,0,None,0
434,60,53778,560,0.13,4,4,9,6,0,1,Stable,Urban,3,1,None,1
435,56,81905,635,0.25,4,18,9,9,0,2,Unstable,Rural,1,0,Home Purchase,1
436,56,67709,578,0.3,3,10,9,7,1,4,Unstable,Suburban,0,2,Child Birth,0
437,28,89030,771,0.37,4,2,4,2,0,3,Unstable,Rural,2,2,Home Purchase,0
438,42,49085,848,0.34,1,1,9,2,1,5,Stable,Rural,3,1,Marriage,1
439,43,91582,722,0.46,3,14,2,2,0,1,Unstable,Rural,2,2,Home Purchase,0
440,67,20000,632,0.34,1,17,1,2,0,4,Stable,Rural,4,1,Home Purchase,0
441,59,20000,774,0.55,4,4,8,5,1,3,Unstable,Urban,0,1,Home Purchase,1
442,64,91975,696,0.29,4,9,6,5,0,2,Unstable,Suburban,4,0,Child Birth,0
443,38,60183,801,0.36,5,7,9,8,0,3,Stable,Rural,1,1,Home Purchase,0
444,57,83020,605,0.1,2,17,9,5,1,3,Unstable,Urban,1,0,Home Purchase,0
445,38,62486,612,0.26,2,3,3,8,0,3,Stable,Suburban,0,2,None,0
446,58,59823,772,0.53,3,1,2,6,0,5,Unstable,Suburban,1,2,Marriage,0
447,28,26799,697,0.27,1,10,7,4,1,1,Unstable,Urban,2,0,Home Purchase,0
448,48,59329,792,0.23,2,5,5,4,0,1,Unstable,Rural,4,1,Child Birth,0
449,53,94040,614,0.37,3,4,6,3,0,5,Unstable,Urban,4,0,Home Purchase,1
450,43,61416,743,0.14,4,19,5,9,0,4,Stable,Suburban,3,0,Home Purchase,0
451,30,77051,754,0.37,2,6,4,5,0,3,Stable,Rural,1,2,None,0
452,57,76359,546,0.25,1,6,1,8,0,2,Unstable,Suburban,0,0,Marriage,1
453,64,34682,699,0.29,5,9,4,4,0,5,Stable,Rural,0,0,None,0
454,43,81428,498,0.5,5,9,3,3,1,3,Unstable,Rural,0,1,None,0
455,25,52156,846,0.43,2,15,3,6,0,3,Unstable,Urban,4,0,Child Birth,0
456,29,53508,568,0.32,5,8,5,6,1,1,Stable,Rural,4,2,Marriage,0
457,51,112442,681,0.39,3,2,1,6,0,5,Stable,Rural,4,2,Home Purchase,0
458,40,74932,699,0.48,1,10,6,2,0,2,Unstable,Urban,4,2,Home Purchase,0
459,30,44037,603,0.47,4,14,2,6,0,5,Stable,Rural,3,1,Marriage,1
460,64,61613,850,0.19,1,2,1,5,0,2,Stable,Urban,3,0,Child Birth,0
461,37,60915,630,0.25,4,13,8,5,1,3,Stable,Suburban,2,2,Child Birth,0
462,59,102152,673,0.27,5,19,3,3,0,2,Stable,Suburban,4,1,Child Birth,1
463,43,60986,631,0.19,3,7,6,5,0,3,Stable,Urban,2,0,None,0
464,36,115199,630,0.11,4,12,2,1,0,2,Unstable,Rural,4,1,None,1
465,40,27581,689,0.19,5,6,5,1,0,1,Unstable,Suburban,4,2,Marriage,1
466,67,59191,770,0.5,4,3,9,7,0,5,Unstable,Suburban,0,1,Marriage,0
467,34,40928,716,0.37,2,5,7,7,1,1,Unstable,Rural,1,1,Marriage,0
468,49,47629,624,0.27,1,4,4,9,1,4,Stable,Rural,2,0,Child Birth,0
469,44,48171,699,0.4,3,14,3,9,1,5,Stable,Urban,1,2,Child Birth,0
470,55,42217,563,0.47,5,6,9,7,0,5,Unstable,Urban,1,0,Home Purchase,1
471,28,103254,818,0.28,3,17,4,9,0,2,Stable,Suburban,2,0,None,0
472,68,95564,649,0.33,1,17,5,9,0,3,Stable,Rural,3,0,Home Purchase,0
473,47,70066,654,0.13,4,13,6,3,0,2,Unstable,Rural,0,1,Home Purchase,0
474,26,48141,505,0.4,4,12,5,4,1,5,Stable,Rural,3,2,Marriage,0
475,46,42919,649,0.28,3,2,9,1,1,1,Unstable,Urban,2,0,Marriage,0
476,61,78545,850,0.32,4,14,1,2,0,3,Unstable,Urban,3,0,Home Purchase,1
477,32,67503,761,0.31,4,5,6,8,1,2,Stable,Urban,2,1,None,0
478,31,56379,810,0.42,4,8,4,9,1,1,Stable,Suburban,3,2,Child Birth,0
479,38,73529,711,0.39,2,15,4,9,1,2,Stable,Rural,4,1,None,0
480,27,82276,437,0.31,5,9,3,9,0,5,Stable,Urban,4,0,Child Birth,0
481,40,56148,706,0.11,5,16,5,1,0,2,Stable,Rural,2,1,Home Purchase,1
482,43,40316,720,0.41,1,13,8,8,0,1,Stable,Urban,1,0,Home Purchase,0
483,42,26972,789,0.54,4,15,4,5,0,1,Stable,Rural,0,1,Marriage,0
484,40,66265,696,0.48,3,4,7,3,0,1,Stable,Suburban,1,1,Child Birth,0
485,32,114181,622,0.59,4,16,8,6,0,2,Unstable,Suburban,3,0,None,0
486,57,32233,690,0.17,1,12,5,4,1,5,Stable,Suburban,4,2,Marriage,0
487,36,87486,665,0.21,4,12,1,1,0,4,Stable,Urban,0,1,Marriage,0
488,35,43111,752,0.37,2,15,8,3,0,4,Stable,Rural,0,0,Marriage,0
489,29,48149,690,0.22,1,5,3,2,1,4,Unstable,Rural,4,1,Child Birth,0
490,51,82873,600,0.12,5,1,4,1,1,3,Unstable,Urban,4,2,Home Purchase,0
491,36,53618,756,0.3,5,3,7,9,1,5,Unstable,Rural,0,2,None,0
492,41,66206,626,0.24,2,8,9,3,0,5,Stable,Urban,4,0,None,1
493,30,65727,668,0.23,5,7,4,1,0,3,Unstable,Rural,0,1,Marriage,0
494,57,43151,653,0.58,2,13,4,3,0,4,Stable,Suburban,4,1,Child Birth,1
495,29,82377,723,0.22,5,10,6,1,0,4,Unstable,Rural,3,1,Child Birth,1
496,52,58460,562,0.16,5,17,9,1,0,3,Unstable,Rural,4,1,Home Purchase,0
497,38,25287,703,0.16,4,11,4,9,1,1,Stable,Rural,1,0,None,1
498,29,37687,808,0.5,1,8,8,1,0,5,Stable,Urban,4,0,Marriage,0
499,57,20000,709,0.46,5,15,3,5,0,4,Unstable,Rural,1,0,Child Birth,0
500,65,61299,633,0.16,1,12,2,5,0,4,Stable,Urban,2,1,Child Birth,0
501,43,92601,663,0.21,1,18,4,1,0,3,Unstable,Rural,1,0,Child Birth,0
502,46,33821,729,0.47,5,10,4,9,0,2,Unstable,Rural,0,1,Child Birth,1
503,29,74638,756,0.24,1,12,7,5,0,5,Stable,Urban,2,1,Marriage,0
504,26,70764,850,0.59,2,4,7,2,0,5,Stable,Suburban,4,1,None,0
505,54,41203,537,0.37,3,15,9,7,0,5,Stable,Suburban,1,2,Home Purchase,1
506,63,98413,726,0.2,2,18,2,9,0,1,Unstable,Suburban,4,2,Marriage,0
507,28,53183,718,0.53,5,13,4,4,0,2,Stable,Urban,3,1,Home Purchase,0
508,57,110256,693,0.26,2,17,3,5,0,5,Stable,Suburban,1,1,None,0
509,37,20000,735,0.24,3,1,3,9,0,1,Unstable,Urban,4,1,Marriage,0
510,44,53271,677,0.26,2,5,7,2,0,1,Stable,Urban,0,2,None,0
511,31,56243,600,0.48,1,17,6,5,0,1,Stable,Rural,1,2,Child Birth,0
512,39,58984,721,0.19,5,18,3,6,1,5,Stable,Suburban,0,1,Child Birth,1
513,47,77908,764,0.29,1,9,8,3,0,5,Stable,Suburban,1,2,Marriage,0
514,38,144953,695,0.12,1,10,8,9,0,3,Stable,Rural,1,0,None,1
515,47,71376,805,0.51,5,17,7,8,0,3,Unstable,Urban,2,0,None,0
516,43,60606,676,0.27,5,1,9,4,0,2,Stable,Rural,4,1,Marriage,0
517,53,32595,746,0.22,4,4,3,5,0,3,Stable,Rural,4,0,Child Birth,0
518,44,20000,541,0.39,3,18,5,8,0,5,Stable,Suburban,2,0,Home Purchase,0
519,53,89256,850,0.45,1,15,6,1,0,3,Stable,Suburban,3,2,Marriage,1
520,48,46330,677,0.51,1,15,9,8,1,2,Stable,Urban,2,0,None,0
521,42,125103,651,0.27,5,1,4,6,1,5,Unstable,Urban,4,1,Home Purchase,0
522,34,81705,673,0.51,5,1,5,7,1,4,Unstable,Rural,3,2,Child Birth,0
523,65,68538,605,0.33,2,11,9,4,1,4,Stable,Rural,4,1,Child Birth,0
524,32,69853,583,0.15,1,11,4,6,1,4,Unstable,Urban,3,0,Child Birth,1
525,50,70099,704,0.52,1,6,2,4,1,2,Unstable,Urban,1,0,Marriage,1
526,53,42635,711,0.37,5,1,9,2,0,2,Unstable,Suburban,0,1,None,0
527,34,20000,722,0.4,1,14,3,1,0,5,Unstable,Suburban,2,1,Child Birth,1
528,41,46232,696,0.57,3,6,6,4,0,4,Stable,Rural,3,0,Child Birth,1
529,26,59541,691,0.38,4,17,9,7,1,1,Stable,Urban,4,1,Home Purchase,0
530,30,43804,579,0.1,5,9,3,8,0,3,Stable,Suburban,1,0,Child Birth,0
531,29,27847,651,0.54,5,17,8,3,0,4,Unstable,Urban,3,0,Child Birth,0
532,52,41294,716,0.24,1,14,9,3,0,4,Stable,Rural,4,1,None,1
533,65,85893,646,0.35,4,19,3,5,1,4,Stable,Rural,1,1,None,0
534,29,78704,729,0.2,4,8,3,7,1,4,Unstable,Suburban,4,0,None,0
535,42,64285,686,0.25,5,12,4,4,0,5,Unstable,Urban,2,1,Home Purchase,0
536,50,74677,685,0.44,5,2,1,7,0,3,Unstable,Urban,4,0,Home Purchase,1
537,44,31701,720,0.31,5,3,2,2,1,4,Unstable,Suburban,0,2,None,1
538,65,40114,748,0.41,3,13,1,1,0,5,Stable,Suburban,2,0,None,0
539,51,67775,770,0.51,1,5,3,6,0,4,Stable,Rural,1,0,Child Birth,1
540,36,34887,850,0.27,3,18,6,4,1,1,Unstable,Rural,0,1,Home Purchase,0
541,31,62709,786,0.38,5,1,8,7,0,5,Stable,Urban,1,0,Marriage,1
542,27,28436,551,0.49,4,5,5,1,0,1,Stable,Urban,0,0,Marriage,0
543,34,20000,591,0.46,1,12,8,1,0,4,Unstable,Suburban,2,0,Home Purchase,0
544,58,78401,672,0.37,1,19,6,5,0,3,Unstable,Rural,3,1,Home Purchase,0
545,49,85676,623,0.29,5,6,1,1,1,5,Stable,Rural,4,2,Marriage,0
546,59,44229,739,0.3,5,2,3,2,0,1,Unstable,Suburban,4,0,None,1
547,40,21988,749,0.32,5,2,2,3,0,1,Unstable,Rural,2,1,Home Purchase,0
548,26,20000,651,0.27,5,13,6,1,0,3,Stable,Urban,4,1,Home Purchase,0
549,48,106050,818,0.45,5,14,8,8,0,5,Stable,Rural,0,1,Home Purchase,0
550,34,62784,845,0.16,5,6,6,2,0,2,Stable,Urban,4,0,Marriage,0
551,62,44800,518,0.58,1,12,4,2,0,1,Stable,Urban,4,1,Child Birth,0
552,46,50902,557,0.49,3,13,4,8,0,5,Stable,Rural,1,0,Child Birth,0
553,50,20000,809,0.25,4,8,9,7,1,2,Stable,Suburban,0,2,Home Purchase,1
554,67,75497,786,0.12,5,14,1,3,1,5,Stable,Urban,0,2,Home Purchase,0
555,63,110002,750,0.46,4,18,2,5,0,4,Stable,Urban,2,0,Marriage,1
556,51,40431,701,0.47,1,4,4,3,0,1,Unstable,Urban,2,0,Marriage,1
557,53,119586,689,0.58,4,6,3,5,0,2,Unstable,Urban,0,0,Marriage,0
558,62,57089,753,0.23,1,6,9,9,0,3,Unstable,Suburban,0,0,None,1
559,44,101668,717,0.14,2,15,5,3,1,3,Stable,Suburban,2,0,None,1
560,51,67680,830,0.56,3,13,8,3,1,4,Stable,Rural,1,0,Home Purchase,1
561,65,67653,631,0.23,2,7,4,1,0,4,Unstable,Urban,4,0,Marriage,0
562,44,106098,701,0.46,1,13,4,5,0,2,Unstable,Urban,0,1,None,0
563,68,79567,789,0.13,2,6,3,3,0,1,Unstable,Urban,2,1,Child Birth,0
564,43,69371,716,0.48,1,6,9,3,1,1,Stable,Urban,3,0,None,0
565,44,20000,767,0.16,2,14,2,4,1,3,Stable,Suburban,2,0,None,0
566,59,22319,765,0.45,1,3,3,2,0,4,Stable,Urban,2,1,Home Purchase,0
567,26,71463,657,0.37,3,11,3,2,1,3,Unstable,Urban,1,1,Home Purchase,0
568,54,96694,597,0.58,3,13,3,8,0,2,Stable,Rural,2,0,None,1
569,58,63211,625,0.12,3,3,4,3,0,3,Stable,Suburban,3,1,None,1
570,46,45217,591,0.25,1,12,5,4,0,3,Unstable,Rural,1,1,None,0
571,27,20000,514,0.13,4,5,6,2,0,4,Unstable,Suburban,2,1,Home Purchase,0
572,30,40410,809,0.54,2,13,5,5,1,4,Stable,Rural,2,0,None,0
573,39,63274,511,0.4,2,11,9,9,0,1,Unstable,Urban,1,2,Marriage,0
574,51,38588,850,0.37,2,17,7,9,0,1,Stable,Suburban,2,0,None,1
575,34,35888,647,0.17,2,10,7,8,0,1,Stable,Suburban,4,0,Marriage,0
576,33,58722,672,0.34,3,12,7,9,0,3,Stable,Suburban,3,0,None,0
577,57,96210,548,0.3,4,6,7,9,1,3,Unstable,Suburban,1,2,Marriage,1
578,56,77117,738,0.26,2,5,2,9,1,5,Stable,Urban,2,0,Child Birth,1
579,30,67146,673,0.49,4,1,8,2,0,2,Unstable,Urban,4,2,Marriage,1
580,65,64712,706,0.13,1,15,1,3,0,5,Unstable,Urban,2,0,None,0
581,60,73779,621,0.42,1,16,6,4,1,2,Stable,Rural,2,0,Marriage,1
582,26,57246,748,0.51,2,10,3,1,1,4,Unstable,Urban,4,2,Marriage,1
583,53,49722,617,0.55,5,8,6,6,0,3,Stable,Suburban,0,0,Home Purchase,0
584,28,78454,707,0.47,3,2,6,2,0,5,Unstable,Urban,4,0,None,0
585,25,54365,746,0.24,2,7,8,4,0,3,Unstable,Urban,1,0,Child Birth,1
586,43,30285,845,0.4,3,1,4,5,0,5,Unstable,Rural,1,0,Marriage,0
587,50,96082,780,0.17,2,6,3,4,0,1,Unstable,Suburban,0,1,Marriage,0
588,49,20000,708,0.16,3,13,2,6,0,2,Stable,Rural,1,1,Marriage,0
589,34,97958,699,0.42,5,12,6,6,1,1,Stable,Urban,0,2,None,0
590,39,72661,731,0.53,5,19,3,9,0,3,Unstable,Rural,4,2,Marriage,0
591,46,35771,776,0.13,1,17,4,9,0,4,Stable,Rural,2,1,None,0
592,45,60606,625,0.15,2,5,9,1,0,4,Unstable,Suburban,2,0,Home Purchase,0
593,46,49278,790,0.38,5,15,7,8,0,1,Unstable,Suburban,0,0,Home Purchase,0
594,60,80193,606,0.21,5,14,1,5,0,5,Stable,Suburban,2,0,Marriage,0
595,58,79698,745,0.41,2,3,4,1,0,1,Unstable,Suburban,0,0,None,1
596,54,71534,754,0.21,2,5,8,5,0,4,Unstable,Rural,1,2,None,1
597,49,78659,632,0.16,1,14,4,6,0,1,Stable,Urban,1,1,Child Birth,0
598,69,57129,545,0.37,5,8,1,7,0,2,Unstable,Rural,3,1,Marriage,0
599,52,104041,673,0.53,3,11,2,3,0,1,Stable,Suburban,3,0,Child Birth,0
600,25,90590,437,0.44,2,15,5,9,1,5,Stable,Suburban,1,1,Child Birth,1
601,69,48074,682,0.51,2,13,6,3,0,3,Stable,Suburban,1,0,None,0
602,28,80271,575,0.23,2,5,1,1,1,1,Unstable,Suburban,1,0,Child Birth,1
603,31,78089,850,0.54,2,13,5,3,1,2,Stable,Rural,3,0,None,1
604,33,53505,805,0.29,5,3,8,7,0,5,Stable,Rural,4,2,Marriage,0
605,60,51543,707,0.53,3,13,8,1,0,2,Stable,Urban,2,1,Home Purchase,0
606,43,90362,833,0.34,1,11,2,4,0,5,Stable,Suburban,2,0,Child Birth,0
607,25,59632,770,0.23,4,9,9,7,0,4,Stable,Rural,3,2,Home Purchase,0
608,34,66504,583,0.23,5,4,2,3,1,4,Unstable,Urban,2,0,Child Birth,0
609,60,95027,637,0.38,5,17,4,7,0,3,Stable,Urban,0,1,Marriage,0
610,33,123333,802,0.14,4,15,4,4,0,3,Stable,Urban,3,2,Marriage,0
611,69,46834,603,0.57,4,18,4,7,0,5,Stable,Urban,1,0,None,0
612,66,54477,739,0.24,2,16,7,9,1,2,Unstable,Suburban,4,2,Home Purchase,1
613,56,61850,767,0.27,3,2,8,5,0,2,Unstable,Urban,0,2,None,0
614,56,62418,673,0.22,5,6,8,3,1,1,Stable,Suburban,0,0,Marriage,0
615,30,69408,715,0.1,5,12,4,1,0,4,Unstable,Urban,3,2,Child Birth,1
616,62,47745,783,0.45,1,5,4,3,0,1,Stable,Urban,1,1,Child Birth,0
617,41,28345,778,0.4,4,17,6,4,1,3,Stable,Rural,1,2,Child Birth,1
