application_id,applicant_id,ds,applicant_age,annual_income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,vehicle_value,down_payment,vehicle_type,vehicle_model,vehicle_year,loan_term_months,interest_rate,marital_status,num_dependents,residence_type,years_employed,has_previous_auto_loan,previous_default,bank_account_balance,is_approved
152,Applicant_1,2023-05-24,39,145919.7,unemployed,845,0.25,17116.34,21907.45,3127.71,electric,Tesla Model Y,2010,60,7.02,divorced,4,own,4,0,0,27980.07,1
153,Applicant_1,2023-05-26,55,39580.06,unemployed,607,0.4,70430.55,83587.44,8544.5,truck,Ram 1500,2024,36,5.69,single,0,family,30,0,0,9287.2,1
154,Applicant_1,2023-05-26,63,43898.63,employed,659,0.46,45696.89,54641.25,7125.42,truck,Toyota Tacoma,2017,84,9.19,married,2,rent,32,1,1,8506.76,0
155,Applicant_1,2023-05-27,64,102060.6,self-employed,731,0.18,78546.61,96462.56,9721.68,truck,Toyota Tacoma,2010,84,10.91,divorced,1,own,16,1,1,15282.77,0
156,Applicant_1,2023-05-27,39,21025.47,employed,399,0.47,44185.58,63333.18,11072.25,truck,Ram 1500,2022,72,11.73,divorced,3,rent,10,1,0,10133.58,0
157,Applicant_1,2023-05-28,52,53419.4,self-employed,684,0.52,26564.3,38670.87,11507.71,sedan,Nissan Altima,2010,36,11.56,divorced,0,own,26,0,0,14091.36,1
158,Applicant_1,2023-05-28,32,63082.25,employed,598,0.2,73645.26,81279.08,14340.33,truck,Ford F-150,2019,84,11.3,divorced,3,own,0,1,0,8135.63,0
159,Applicant_1,2023-05-31,64,56306.56,self-employed,644,0.52,58216.43,70714.07,12414.14,luxury,BMW 7 Series,2011,36,8.2,single,1,family,33,1,1,11621.61,0
160,Applicant_1,2023-06-02,43,82619.91,employed,738,0.29,43574.64,55009.11,10520.52,SUV,Ford Explorer,2020,36,9.23,divorced,0,own,25,1,1,14047.8,1
161,Applicant_1,2023-06-02,21,89595.58,unemployed,648,0.21,10850.52,12679.41,2218.45,luxury,Audi A8,2019,36,11.16,single,1,own,36,1,1,17515.19,0
162,Applicant_1,2023-06-03,22,32793.2,unemployed,525,0.37,93302.63,136196.15,25996.78,sedan,Honda Civic,2024,60,4.13,single,4,own,25,0,0,7196.36,1
163,Applicant_1,2023-06-03,54,54168.19,employed,595,0.6,61002.63,87830.19,19257.54,electric,Nissan Leaf,2016,48,10.32,divorced,0,family,22,0,0,6413.95,0
164,Applicant_1,2023-06-05,32,45575.79,employed,664,0.52,40653.35,57223.74,16521.33,luxury,Audi A8,2010,60,10.27,married,3,own,22,1,1,1205.57,0
165,Applicant_1,2023-06-05,55,30437.13,unemployed,644,0.37,44206.54,62281.14,7713.2,SUV,Toyota RAV4,2011,60,5.23,divorced,1,family,24,1,1,5041.56,0
166,Applicant_1,2023-06-06,18,149101.0,self-employed,850,0.35,50026.23,70263.77,5308.98,sedan,Honda Civic,2016,72,8.46,divorced,3,own,1,0,0,23364.38,1
167,Applicant_1,2023-06-06,23,109979.32,unemployed,756,0.25,63823.94,78488.9,11483.67,truck,Toyota Tacoma,2016,36,9.8,divorced,1,family,33,0,0,15551.84,1
168,Applicant_1,2023-06-09,28,32612.63,employed,584,0.33,34202.71,41295.07,3571.35,SUV,Chevrolet Equinox,2014,72,6.4,single,2,rent,15,1,0,8198.72,1
169,Applicant_1,2023-06-09,26,38004.91,self-employed,474,0.38,10609.06,13349.14,3476.16,luxury,Audi A8,2017,60,7.44,divorced,4,own,19,1,0,6080.76,1
170,Applicant_1,2023-06-10,29,81362.15,self-employed,662,0.27,97185.27,118233.58,26453.52,luxury,Porsche Panamera,2022,48,6.61,married,3,rent,7,0,0,20030.09,1
171,Applicant_1,2023-06-10,52,40378.02,employed,647,0.53,71354.14,94190.29,27150.46,luxury,BMW 7 Series,2017,60,10.65,single,3,family,31,0,0,3473.44,1
172,Applicant_1,2023-06-11,33,27071.86,self-employed,496,0.32,69279.67,96028.17,23744.81,sedan,Ford Fusion,2019,72,8.66,divorced,4,family,26,0,0,7039.56,1
173,Applicant_1,2023-06-11,41,42830.1,unemployed,627,0.57,90595.14,119111.08,24959.14,sedan,Toyota Camry,2022,48,9.26,married,1,family,39,0,0,11527.11,1
174,Applicant_1,2023-06-12,59,120642.03,unemployed,850,0.39,68206.92,101404.9,13476.63,luxury,Mercedes-Benz S-Class,2010,36,6.07,divorced,4,family,37,0,0,18729.64,1
175,Applicant_1,2023-06-13,43,47577.48,self-employed,533,0.38,79510.8,106181.58,18594.14,truck,Ford F-150,2017,36,6.36,single,0,family,9,1,1,6061.87,0
176,Applicant_1,2023-06-14,68,53483.91,employed,693,0.59,56900.33,70517.73,5246.93,luxury,Audi A8,2011,60,4.36,divorced,0,own,21,0,0,11046.42,1
177,Applicant_1,2023-06-16,28,61374.58,unemployed,542,0.24,31952.17,37377.05,3365.2,electric,Chevrolet Bolt,2017,48,10.38,divorced,1,own,40,1,1,7333.39,0
178,Applicant_1,2023-06-19,57,22081.88,employed,622,0.48,50461.75,64178.32,3280.32,SUV,Honda CR-V,2014,36,8.62,divorced,1,rent,20,0,0,5095.35,0
179,Applicant_1,2023-06-20,34,30388.79,unemployed,499,0.32,87637.29,114900.02,24103.4,electric,Chevrolet Bolt,2019,72,8.7,married,2,rent,39,0,0,10996.05,1
180,Applicant_1,2023-06-21,63,34314.43,self-employed,610,0.33,92681.43,123828.64,26998.05,truck,Ford F-150,2013,60,4.94,married,1,family,24,1,0,14269.06,1
181,Applicant_1,2023-06-22,45,105949.71,employed,833,0.32,53800.32,70744.82,19793.71,SUV,Jeep Grand Cherokee,2012,72,6.31,single,2,rent,39,0,0,15714.2,1
182,Applicant_1,2023-06-22,18,49355.73,self-employed,537,0.51,22288.12,31784.79,9248.02,electric,Chevrolet Bolt,2016,72,7.33,married,3,own,5,0,0,12138.93,1
183,Applicant_1,2023-06-23,32,53474.62,self-employed,559,0.31,12942.56,15400.83,1881.48,luxury,Porsche Panamera,2021,72,8.4,single,4,own,17,1,0,6594.47,1
184,Applicant_1,2023-06-24,46,234119.39,unemployed,850,0.32,29668.77,37681.18,8817.29,SUV,Ford Explorer,2023,36,7.6,married,0,rent,7,0,0,27327.56,1
185,Applicant_1,2023-06-24,65,43666.31,unemployed,630,0.43,72022.02,104030.01,21072.89,luxury,BMW 7 Series,2019,48,10.28,single,0,family,22,1,0,11337.28,0
186,Applicant_1,2023-06-26,63,78825.32,self-employed,752,0.26,36039.99,43498.01,11505.41,sedan,Honda Civic,2022,72,11.35,married,1,family,8,0,0,10891.65,1
187,Applicant_1,2023-06-26,38,110052.57,employed,850,0.21,78532.62,107628.47,18551.35,electric,Nissan Leaf,2020,72,7.0,single,0,rent,32,1,1,13437.93,1
188,Applicant_1,2023-06-27,49,254009.51,self-employed,850,0.23,62376.0,90293.19,23638.02,sedan,Ford Fusion,2020,60,10.8,divorced,3,own,27,0,0,33440.9,1
189,Applicant_1,2023-07-01,38,116599.92,self-employed,721,0.34,40397.96,53776.7,10300.15,luxury,Audi A8,2024,36,4.37,divorced,3,own,7,0,0,22787.18,1
190,Applicant_1,2023-07-01,18,65585.18,self-employed,588,0.23,28208.64,38799.2,3219.49,truck,Chevrolet Silverado,2023,60,4.75,married,2,own,23,0,0,16699.24,0
191,Applicant_1,2023-07-02,58,43007.84,self-employed,666,0.44,75338.95,105632.21,16616.76,sedan,Toyota Camry,2010,48,7.81,single,4,own,33,1,0,7987.79,0
192,Applicant_1,2023-07-06,39,24057.42,employed,625,0.38,98933.94,125539.81,10425.3,sedan,Honda Civic,2016,36,9.85,single,0,rent,23,1,0,5454.63,1
193,Applicant_1,2023-07-06,70,30223.7,employed,595,0.4,67741.85,92864.25,6231.46,electric,Tesla Model 3,2019,48,7.52,divorced,1,family,9,1,1,13235.56,1
194,Applicant_1,2023-07-07,23,54235.21,employed,555,0.39,22601.18,25974.7,6039.18,truck,Toyota Tacoma,2015,48,5.98,divorced,0,own,35,1,0,10019.5,1
195,Applicant_1,2023-07-07,60,64391.58,self-employed,734,0.28,28490.11,38255.69,3716.99,luxury,Audi A8,2020,36,10.27,single,3,rent,7,0,0,12819.38,1
196,Applicant_1,2023-07-08,56,42199.4,employed,560,0.59,57545.79,85805.3,25460.2,truck,Chevrolet Silverado,2016,84,7.37,divorced,1,rent,4,0,0,8394.57,1
197,Applicant_1,2023-07-09,18,33218.72,self-employed,507,0.48,29416.86,43214.31,12409.85,luxury,Porsche Panamera,2014,84,10.14,married,3,own,40,0,0,10816.5,0
198,Applicant_1,2023-07-09,37,55523.83,employed,592,0.55,56017.42,66172.21,16676.39,electric,Nissan Leaf,2016,84,9.07,divorced,0,rent,27,0,0,8574.14,0
199,Applicant_1,2023-07-11,23,71031.9,self-employed,589,0.14,20438.79,27488.51,1752.59,SUV,Toyota RAV4,2010,48,9.61,single,3,rent,33,1,0,11718.56,1
200,Applicant_1,2023-07-14,65,36290.67,self-employed,636,0.49,75964.23,87147.88,23963.43,truck,Toyota Tacoma,2014,84,4.51,divorced,4,family,4,1,1,10153.64,0
201,Applicant_1,2023-07-14,21,51944.29,self-employed,466,0.48,87342.38,101906.95,9103.09,sedan,Nissan Altima,2020,36,5.83,divorced,0,own,0,0,0,5097.41,0
202,Applicant_1,2023-07-15,41,54525.58,self-employed,516,0.6,92820.39,108746.92,31545.91,sedan,Nissan Altima,2022,72,5.8,single,3,family,20,1,0,19954.67,1
203,Applicant_1,2023-07-16,25,46524.52,unemployed,581,0.49,70599.31,79146.69,8373.42,electric,Tesla Model 3,2016,36,11.02,married,2,rent,5,1,0,2915.45,0
204,Applicant_1,2023-07-16,36,28939.92,unemployed,495,0.31,80605.65,112511.82,12448.98,truck,GMC Sierra,2017,48,9.86,divorced,1,own,0,1,0,2608.4,0
205,Applicant_1,2023-07-17,40,66439.09,unemployed,636,0.32,85561.66,124139.65,35720.88,sedan,Ford Fusion,2023,60,4.83,divorced,1,rent,31,0,0,8747.06,1
206,Applicant_1,2023-07-17,27,29376.54,unemployed,482,0.59,35184.27,39320.54,4241.43,electric,Chevrolet Bolt,2021,60,7.67,divorced,0,family,6,0,0,6044.68,1
207,Applicant_1,2023-07-18,43,50310.19,employed,650,0.57,63270.62,71173.95,15345.89,SUV,Honda CR-V,2014,60,10.81,married,2,rent,28,1,0,15626.03,0
208,Applicant_2,2023-01-01,30,80200.86,employed,741,0.27,80194.33,106969.87,9504.55,SUV,Chevrolet Equinox,2017,60,7.25,divorced,2,own,28,1,1,15652.17,0
209,Applicant_2,2023-01-01,25,28975.58,employed,474,0.41,24185.38,33240.92,8529.51,electric,Tesla Model 3,2013,60,5.19,divorced,1,rent,25,0,0,4892.7,1
210,Applicant_2,2023-01-05,34,41412.57,employed,631,0.54,12797.39,16147.19,2632.8,electric,Tesla Model Y,2011,72,4.82,single,0,own,3,0,0,11063.79,0
211,Applicant_2,2023-01-06,70,36458.22,self-employed,605,0.33,43501.58,58819.31,12420.95,electric,Ford Mustang Mach-E,2014,36,4.17,single,1,family,28,0,0,12843.89,0
212,Applicant_2,2023-01-06,69,85372.58,self-employed,798,0.31,21027.49,31055.76,1945.94,electric,Chevrolet Bolt,2023,72,7.97,married,3,own,22,0,0,11596.45,1
213,Applicant_2,2023-01-08,35,62066.27,self-employed,651,0.34,50141.03,58136.14,11832.25,electric,Tesla Model Y,2020,60,7.99,divorced,3,own,5,1,1,14355.28,0
214,Applicant_2,2023-01-08,30,35555.81,unemployed,576,0.44,89618.73,117429.71,24388.81,electric,Tesla Model 3,2016,60,7.84,married,2,family,32,1,1,9148.38,0
215,Applicant_2,2023-01-09,19,62367.91,self-employed,681,0.32,63740.47,70861.65,17904.78,truck,Ford F-150,2022,72,8.24,divorced,1,own,6,0,0,9282.54,1
216,Applicant_2,2023-01-09,35,36668.32,unemployed,512,0.59,83465.66,122436.1,7833.11,SUV,Jeep Grand Cherokee,2023,72,6.84,single,1,own,37,1,1,9939.33,1
217,Applicant_2,2023-01-12,19,26398.28,unemployed,420,0.54,73050.47,108043.36,20625.65,electric,Tesla Model Y,2023,72,8.34,single,3,own,5,0,0,7566.76,0
218,Applicant_2,2023-01-12,32,177258.11,employed,850,0.17,57380.37,63134.09,17644.34,SUV,Honda CR-V,2015,48,11.35,married,0,own,9,0,0,24034.78,1
219,Applicant_2,2023-01-16,51,24916.95,self-employed,561,0.5,96450.29,120508.49,34402.86,luxury,Porsche Panamera,2011,60,6.41,single,1,family,27,1,1,6719.57,0
220,Applicant_2,2023-01-17,53,18013.01,unemployed,534,0.52,90064.02,121179.66,16868.98,electric,Tesla Model Y,2016,60,9.87,married,1,own,0,1,0,8742.89,0
221,Applicant_2,2023-01-17,38,16016.92,unemployed,419,0.41,29880.57,39628.22,11261.23,SUV,Ford Explorer,2021,36,5.9,married,1,family,5,1,1,7275.05,0
222,Applicant_2,2023-01-18,31,91881.87,employed,794,0.25,72385.85,89772.38,22151.78,sedan,Toyota Camry,2016,72,9.86,single,3,rent,24,1,1,12811.53,0
223,Applicant_2,2023-01-18,48,18402.26,unemployed,472,0.48,68587.26,94298.17,8549.46,sedan,Toyota Camry,2014,36,6.55,single,0,rent,10,1,0,11269.85,1
224,Applicant_2,2023-01-19,53,112201.86,employed,812,0.31,40415.55,60385.3,16503.7,sedan,Ford Fusion,2020,48,8.86,married,1,own,6,1,0,17407.6,1
225,Applicant_2,2023-01-20,44,59532.64,unemployed,619,0.45,59870.12,88022.81,16286.98,truck,Ram 1500,2013,36,4.4,divorced,4,rent,9,0,0,12584.06,0
226,Applicant_2,2023-01-20,45,39247.04,employed,604,0.41,36509.45,49828.39,9968.36,SUV,Toyota RAV4,2010,48,5.37,married,0,rent,7,1,1,379.08,0
227,Applicant_2,2023-01-22,60,24505.65,self-employed,573,0.42,18202.32,23984.29,2307.78,luxury,Audi A8,2012,72,4.36,married,3,rent,14,1,0,3566.52,0
228,Applicant_2,2023-01-22,62,98370.48,unemployed,798,0.39,18703.24,25572.12,6445.33,luxury,Porsche Panamera,2013,84,4.49,married,4,rent,34,1,0,15876.56,1
229,Applicant_2,2023-01-24,23,19273.01,self-employed,419,0.32,91249.95,126447.09,22194.67,electric,Ford Mustang Mach-E,2020,84,5.18,married,1,own,13,0,0,7157.77,0
230,Applicant_2,2023-01-26,45,22701.92,employed,557,0.43,98945.19,126071.74,37735.45,SUV,Jeep Grand Cherokee,2014,60,11.29,single,0,rent,35,1,1,5788.92,1
231,Applicant_2,2023-01-26,51,72356.06,self-employed,629,0.31,92544.57,102256.71,23018.3,electric,Ford Mustang Mach-E,2022,72,4.9,single,1,family,37,0,0,11189.65,1
232,Applicant_2,2023-01-27,54,39753.19,employed,577,0.55,80717.11,116796.85,31539.12,luxury,Audi A8,2016,72,8.58,married,0,own,17,1,0,15205.56,1
233,Applicant_2,2023-01-27,61,60936.85,unemployed,752,0.36,46154.79,58077.36,15665.75,SUV,Toyota RAV4,2021,72,11.37,married,0,rent,19,1,1,10316.56,1
234,Applicant_2,2023-01-28,62,43572.87,unemployed,626,0.46,18839.57,27271.4,2279.79,luxury,Audi A8,2014,72,8.84,single,1,rent,13,1,1,9245.62,0
235,Applicant_2,2023-01-28,41,45317.58,employed,524,0.58,56374.27,65596.48,8381.97,electric,Chevrolet Bolt,2012,84,11.03,single,1,own,12,0,0,9767.66,0
236,Applicant_2,2023-01-29,47,14780.73,employed,531,0.44,92622.8,127991.14,15166.23,luxury,Porsche Panamera,2016,36,9.45,single,2,rent,38,1,0,7517.54,1
237,Applicant_2,2023-01-30,48,13897.28,unemployed,632,0.5,59620.03,73791.69,19142.56,truck,Ford F-150,2014,36,7.09,single,4,own,14,0,0,9714.28,1
238,Applicant_2,2023-01-31,35,26266.68,unemployed,522,0.59,46855.65,51917.04,12723.62,sedan,Ford Fusion,2024,48,9.18,divorced,0,own,16,1,1,4466.42,0
239,Applicant_2,2023-01-31,42,57869.25,self-employed,590,0.43,51309.82,60919.31,7647.58,electric,Ford Mustang Mach-E,2016,84,4.82,divorced,2,family,38,1,1,10214.88,0
240,Applicant_2,2023-02-02,48,55851.95,employed,676,0.58,40265.53,48745.18,6399.48,truck,Ram 1500,2020,60,5.51,divorced,1,own,38,1,1,12072.24,0
241,Applicant_2,2023-02-03,64,48120.69,employed,751,0.49,68986.05,103409.24,11877.23,luxury,Lexus LS,2016,36,8.66,divorced,1,rent,14,1,1,10415.37,0
242,Applicant_2,2023-02-03,28,92078.12,unemployed,757,0.16,88884.53,104213.05,7753.53,SUV,Ford Explorer,2021,84,10.1,single,2,family,5,0,0,17768.9,1
243,Applicant_2,2023-02-04,65,25495.17,self-employed,656,0.5,47842.53,69598.32,9947.03,electric,Nissan Leaf,2017,36,7.76,divorced,4,family,39,0,0,8457.42,0
244,Applicant_2,2023-02-04,30,31176.96,unemployed,491,0.56,20783.43,28520.67,5203.87,luxury,Mercedes-Benz S-Class,2023,48,5.1,single,2,rent,36,1,0,9103.98,0
245,Applicant_2,2023-02-05,63,60135.76,employed,762,0.32,80104.71,103738.18,21552.46,SUV,Ford Explorer,2020,36,4.04,married,1,own,36,0,0,10281.11,1
246,Applicant_2,2023-02-06,66,87417.63,employed,850,0.34,21646.54,27566.53,4337.66,luxury,Lexus LS,2016,36,4.3,single,2,own,20,0,0,10058.94,0
247,Applicant_2,2023-02-07,18,75574.92,unemployed,647,0.23,76024.29,90507.4,24368.78,truck,Chevrolet Silverado,2011,72,8.03,married,1,own,2,1,1,12107.33,0
248,Applicant_2,2023-02-10,51,52857.02,unemployed,622,0.4,57170.59,72804.81,16140.46,SUV,Ford Explorer,2024,72,6.87,single,1,rent,1,0,0,10332.44,1
249,Applicant_2,2023-02-10,26,22769.71,employed,371,0.51,76066.9,101616.03,9373.69,truck,Ford F-150,2016,60,10.17,divorced,0,family,3,0,0,4302.79,1
250,Applicant_2,2023-02-11,19,13466.57,employed,369,0.37,72077.48,91301.28,13244.48,electric,Nissan Leaf,2017,48,5.64,divorced,0,rent,26,0,0,2377.39,1
251,Applicant_2,2023-02-13,35,54274.85,unemployed,554,0.5,64507.09,74497.01,19195.14,sedan,Nissan Altima,2021,84,4.94,single,0,rent,12,0,0,8363.03,1
252,Applicant_2,2023-02-14,51,189370.65,employed,850,0.26,42212.97,53353.07,4806.76,electric,Chevrolet Bolt,2024,48,9.51,married,2,own,0,0,0,22962.57,1
253,Applicant_2,2023-02-14,25,37326.3,unemployed,501,0.4,70211.97,81421.86,5904.77,electric,Tesla Model 3,2021,36,11.24,divorced,1,rent,18,1,1,4563.91,0
254,Applicant_2,2023-02-18,70,18265.34,employed,615,0.48,88672.64,127768.36,17894.43,truck,Toyota Tacoma,2021,36,4.76,single,0,own,10,1,1,14145.79,1
255,Applicant_2,2023-02-18,57,73716.64,self-employed,749,0.32,89062.8,101280.48,25699.02,SUV,Toyota RAV4,2016,72,11.7,married,3,family,30,1,0,14648.45,1
256,Applicant_2,2023-02-19,62,58029.97,unemployed,685,0.32,15278.18,22565.66,2027.5,luxury,Porsche Panamera,2017,84,9.43,single,4,rent,22,0,0,10615.22,1
257,Applicant_2,2023-02-21,64,43768.16,employed,663,0.33,53477.17,69266.26,18833.39,luxury,Mercedes-Benz S-Class,2011,60,9.24,single,4,family,36,0,0,4297.95,1
258,Applicant_2,2023-02-21,60,46212.07,self-employed,583,0.54,56718.97,78005.41,15956.77,luxury,BMW 7 Series,2017,60,9.31,divorced,3,own,35,0,0,6310.44,0
259,Applicant_2,2023-02-22,28,15564.35,unemployed,454,0.48,86396.1,124475.05,33278.89,sedan,Ford Fusion,2015,48,6.65,married,0,family,14,1,1,3587.55,1
260,Applicant_2,2023-02-23,23,86203.21,self-employed,618,0.15,49977.0,66430.13,4783.3,luxury,Lexus LS,2015,36,11.85,divorced,0,own,25,1,0,12946.42,1
261,Applicant_2,2023-02-23,18,27404.99,employed,474,0.46,81260.5,120693.65,25271.38,electric,Ford Mustang Mach-E,2013,72,11.6,married,0,own,29,1,1,5936.4,1
262,Applicant_2,2023-02-24,41,59389.29,unemployed,545,0.59,50727.92,57777.82,12406.49,sedan,Hyundai Elantra,2015,60,8.38,married,0,own,10,1,0,12260.35,1
263,Applicant_2,2023-02-25,65,113374.16,unemployed,850,0.27,46828.97,56275.11,5570.13,sedan,Ford Fusion,2013,72,10.6,single,2,own,26,0,0,16713.09,1
264,Applicant_2,2023-02-25,61,37886.75,unemployed,613,0.55,21089.73,30721.44,5048.98,electric,Ford Mustang Mach-E,2012,72,4.03,divorced,0,family,27,1,0,10418.57,1
265,Applicant_2,2023-02-26,29,41342.03,unemployed,547,0.36,83371.97,95162.57,20400.99,electric,Nissan Leaf,2018,72,7.35,divorced,1,rent,25,1,1,4926.39,1
266,Applicant_2,2023-02-28,26,140048.78,employed,802,0.33,47147.09,65063.26,15426.94,truck,GMC Sierra,2023,60,9.69,divorced,1,own,13,1,1,16926.16,1
267,Applicant_2,2023-03-01,26,79359.3,unemployed,624,0.23,68507.77,101619.68,17882.36,truck,Ford F-150,2022,60,8.5,divorced,4,family,26,1,1,10915.46,1
268,Applicant_2,2023-03-01,51,57953.51,employed,606,0.48,12274.49,14215.47,3092.77,SUV,Ford Explorer,2022,48,11.87,divorced,2,own,3,1,0,17230.8,1
269,Applicant_2,2023-03-02,20,67145.53,self-employed,555,0.36,83262.36,95001.69,25366.29,electric,Tesla Model Y,2021,84,7.11,divorced,2,family,3,1,1,11158.69,0
270,Applicant_2,2023-03-02,68,45347.38,unemployed,655,0.48,38138.86,50375.7,2682.07,truck,Chevrolet Silverado,2019,72,10.64,divorced,2,family,34,0,0,9093.73,1
271,Applicant_2,2023-03-03,30,19493.4,self-employed,467,0.42,50393.34,75256.48,5163.89,SUV,Jeep Grand Cherokee,2011,72,4.33,married,4,rent,8,0,0,6684.49,1
272,Applicant_2,2023-03-06,34,230458.39,employed,850,0.23,39750.65,55009.96,4879.46,SUV,Ford Explorer,2019,36,10.19,divorced,4,family,19,1,1,32963.19,0
273,Applicant_2,2023-03-07,63,88064.99,self-employed,843,0.4,57285.56,84942.74,15302.57,electric,Tesla Model Y,2016,84,8.3,single,2,own,13,1,1,15513.45,1
274,Applicant_2,2023-03-08,31,130227.47,unemployed,825,0.13,57744.9,86539.54,22147.38,sedan,Toyota Camry,2020,60,7.57,divorced,4,family,15,0,0,17412.01,1
275,Applicant_2,2023-03-08,38,25324.62,self-employed,461,0.41,92433.92,136616.88,20010.13,electric,Nissan Leaf,2010,84,10.58,married,4,family,28,1,0,7634.71,0
276,Applicant_2,2023-03-10,59,30884.7,employed,588,0.56,38828.15,43989.89,3254.77,electric,Ford Mustang Mach-E,2010,36,5.69,divorced,1,family,27,0,0,3420.78,0
277,Applicant_2,2023-03-12,62,64703.84,unemployed,809,0.2,79768.61,108375.58,30880.3,SUV,Toyota RAV4,2017,60,4.3,single,0,own,16,0,0,15153.39,1
278,Applicant_2,2023-03-13,32,23723.36,self-employed,558,0.44,46686.95,59780.32,9033.52,truck,Ford F-150,2016,36,8.28,divorced,4,own,37,0,0,8629.39,1
279,Applicant_2,2023-03-15,22,51940.82,self-employed,510,0.59,93524.3,106847.23,26361.67,truck,GMC Sierra,2011,60,10.12,married,3,rent,1,1,0,11810.35,1
280,Applicant_2,2023-03-16,26,28214.63,unemployed,481,0.33,45189.33,64123.38,11954.59,SUV,Ford Explorer,2020,60,11.66,single,4,family,9,0,0,3580.32,0
281,Applicant_2,2023-03-17,54,126763.57,unemployed,850,0.2,45467.35,59971.9,4274.9,SUV,Ford Explorer,2013,72,11.25,divorced,1,own,11,0,0,20950.29,1
282,Applicant_2,2023-03-17,34,70649.26,employed,589,0.4,20316.03,27800.27,5332.74,sedan,Nissan Altima,2017,84,4.59,divorced,0,rent,6,0,0,11115.7,1
283,Applicant_2,2023-03-18,49,51215.53,self-employed,658,0.55,42142.45,57672.71,6265.17,truck,GMC Sierra,2011,48,6.54,married,2,family,19,0,0,17079.54,1
284,Applicant_2,2023-03-19,41,62068.3,self-employed,643,0.14,96279.3,112401.83,14421.57,SUV,Chevrolet Equinox,2014,60,5.07,divorced,2,rent,29,1,1,10279.48,1
285,Applicant_2,2023-03-20,49,66319.66,unemployed,701,0.31,19794.94,26885.89,1895.28,truck,Chevrolet Silverado,2024,84,5.57,divorced,0,family,4,0,0,9274.0,1
286,Applicant_2,2023-03-21,58,22054.24,employed,451,0.42,83137.82,110703.02,26823.35,SUV,Toyota RAV4,2018,60,8.35,divorced,3,family,9,1,1,8729.4,0
287,Applicant_2,2023-03-21,67,178696.82,unemployed,850,0.25,75990.41,92434.71,15360.37,electric,Tesla Model 3,2016,60,8.02,divorced,1,family,10,0,0,22851.47,1
288,Applicant_2,2023-03-23,29,81072.12,unemployed,670,0.21,95384.06,130081.48,37975.19,luxury,Audi A8,2010,48,10.09,single,0,rent,23,0,0,12810.54,0
289,Applicant_2,2023-03-23,31,68945.02,unemployed,659,0.19,91695.35,114114.91,19104.95,luxury,Mercedes-Benz S-Class,2010,60,4.83,divorced,2,family,16,0,0,11369.62,1
290,Applicant_2,2023-03-24,42,31149.48,self-employed,555,0.4,62891.09,91776.39,6374.73,truck,Toyota Tacoma,2024,48,8.13,married,2,rent,30,0,0,5419.54,1
291,Applicant_2,2023-03-24,26,50529.95,self-employed,559,0.55,24904.52,28162.91,5938.69,SUV,Honda CR-V,2012,48,6.9,divorced,0,family,14,1,1,9977.91,1
292,Applicant_2,2023-03-26,48,80070.26,unemployed,786,0.15,53093.32,62877.44,5678.56,luxury,Mercedes-Benz S-Class,2013,36,5.02,divorced,1,own,40,0,0,14680.46,1
293,Applicant_2,2023-03-26,27,10770.53,employed,418,0.34,24970.72,36681.46,6571.86,luxury,Porsche Panamera,2019,36,11.03,divorced,2,own,13,1,1,4248.52,1
294,Applicant_2,2023-03-28,28,43818.76,employed,536,0.59,84732.72,113570.27,28239.7,SUV,Jeep Grand Cherokee,2020,84,6.12,divorced,2,rent,38,0,0,10970.95,0
295,Applicant_2,2023-03-28,42,16623.2,employed,445,0.45,19771.31,23348.72,6185.03,electric,Chevrolet Bolt,2023,48,8.84,single,3,family,38,0,0,3844.31,1
